Hotels,Prices,Total_Price,Ratings,Booking_Discounts(%),Reviews,Facilities,Address,Informations,City_Name
OYO 6749 The Royal Nest,1175.0,4195.0,4.1768115942028965,71.0,747.0, Free Wi-Fi ,"Centrally Located, Near Tata Docomo Office, Madhapur, Hyderabad",Erratic check-in experience,Hyderabad
OYO 62329 Lucky Hotels Gachibowli,1339.0,4782.0,4.2,72.0,2358.0, Private entrance ,"Gachibowli, Hyderabad",6 people booked this hotel in last 6 hours,Hyderabad
OYO 10272 Hotel Ruma,912.0,3255.0,4.1768115942028965,71.0,697.0, Elevator ,"Near City Convention Centre, Nampally, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Flagship 69483 Hotel Dsr Residency,845.0,3018.0,4.3,72.0,2505.0, Parking facility ,"flot number 660 KPHB 9th phase kukatpally Hyderabad land mark china bazar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Collection O 74911 Vennela Residency,1200.0,3428.0,4.2,64.0,2608.0, Parking facility ,"Madinaguda, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Capital O 82573 N Grand De Alphabet Hotel,668.0,1909.0,4.1768115942028965,65.0,746.0, Reception ,"Maredpally Mandal, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
SPOT ON 48422 Srinidhi Inn,418.0,1491.0,4.1768115942028965,71.0,819.0, AC ,"Near Metro railway station, Bharat Nagar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 6664 Ritesh Grand,495.0,2355.0,4.1768115942028965,78.0,343.0, Parking facility ,"Near RGIA, Shamshabad, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Townhouse  RCC Elite 265 Begumpet,1662.0,5934.0,4.1768115942028965,71.0,3540.0, Reception ,"Opp To Js Babu Silks, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
SPOT ON 72631 Hotel Chirag's,398.0,1421.0,4.1768115942028965,71.0,1002.0, TV ,"Thurkayamjal, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
SPOT ON 48349 Sri Sai Lohith Lodge,449.0,1565.0,4.1768115942028965,71.0,996.0, Reception ,"Near Regional Passport Office, Shivaji Nagar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Collection O 84907 Rcc Fortune Blizz,1325.0,3787.0,4.4,65.0,1149.0, Parking facility ,"New Hafeezpet, Hyderabad",9 people booked this hotel in last 6 hours,Hyderabad
Capital O 9003 Halcyon Deccan Inn,1374.0,4905.0,4.1768115942028965,71.0,1401.0, Parking facility ,"Madhapur, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Capital O 87751 Hotel Rio,644.0,1841.0,4.1768115942028965,65.0,613.0, Reception ,"Malkajgiri, Hyderabad",7 people booked this hotel in last 6 hours,Hyderabad
Flagship 74418 Boduppal,1360.0,4858.0,4.3,72.0,2812.0, Living Room ,"Near Andhra Bank, Medipally, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
SPOT ON 700533 Al Nizam Guest House,506.0,1805.0,4.1768115942028965,71.0,20.0, Elevator ,"1 Floor Beside Posts House Nayapul Pathergatti Hyderabad, Hyderabad",,Hyderabad
OYO 91856 Broholic Hotels,1231.0,3517.0,4.4,65.0,328.0, Parking facility ,"Rangareddy, Hyderabad","Hurry, Only 1 room left!",Hyderabad
OYO 24204 Nav Bharath Residency,899.0,3532.0,4.2,74.0,1563.0, Reception ,"Near Central Gurudwara Saheb, Gowliguda, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
OYO 92657 Qualia Pride Financial District,1414.0,4039.0,4.1768115942028965,64.0,447.0, Reception ,", Hyderabad","Hurry, Only 1 room left!",Hyderabad
OYO 86527 Rks Hotel Aero Inn,484.0,1382.0,4.1768115942028965,64.0,143.0, Reception ,"22-189/5 Ralagudda Shamshabad Opp Orr Hyderabad, Hyderabad",,Hyderabad
OYO 84816 Shirdhi Crystal,654.0,1869.0,4.1768115942028965,65.0,551.0, Hair Dryer ,"Hyderabad R, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
OYO 6651 Hotel Srujana Stay Inn,727.0,2595.0,4.1768115942028965,71.0,1411.0, Elevator ,"Opposite Public Garden Nampally, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
Capital O 73916 HOTEL SVR,1538.0,4395.0,4.1768115942028965,65.0,30.0, Parking facility ,"Near Bharath pertol pump, Old Hafeezpet, Hyderabad",,Hyderabad
OYO 91014 Honey Heights,1294.0,4619.0,4.3,71.0,634.0, Reception ,"Ward 106 Serilingampally Serilingampalle Mandal, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
Capital O 15141 Townvilla Guest House,1805.0,6447.0,4.3,72.0,1889.0, Free Wi-Fi ,"Near Indo US Super Speciality Hospital, Ameerpet, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Capital O 85402 Sri Sai Regency,677.0,2029.0,4.1768115942028965,66.0,180.0, Hair Dryer ,"Chikkadpally, Hyderabad",,Hyderabad
OYO 70452 Rk Hospitality,651.0,2325.0,4.1768115942028965,72.0,247.0, Hair Dryer ,"Near AVN Vida school, Phase 3, Gachibowli, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 70733 Hotel Regal,471.0,1682.0,4.1768115942028965,72.0,1177.0, Private entrance ,"M.g Road, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Home 79783 Hotel Fort Inn,648.0,1852.0,4.1768115942028965,65.0,1040.0, Free Wi-Fi ,"Hydershakote, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Townhouse 74355 Oyo Townhouse 252 Rcc Prime,1754.0,6265.0,4.1768115942028965,72.0,4695.0, Private entrance ,"Near NEAR MOOSAPET METRO STATION, Moosapet, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 75390 Bhavani Rest Rooms,695.0,1985.0,4.1768115942028965,64.0,501.0, Reception ,"500025, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Townhouse 710 Hotel Regal,632.0,2255.0,4.1768115942028965,71.0,532.0, Parking facility ,"Nampally station road, Adj Lane Metro Foot Wear, Opp. Iskcon Temple, Abids,  Hyderabad, Telangana, 500001",2 people booked this hotel in last 30 mins,Hyderabad
OYO 91284 Ambica Lodge,699.0,3217.0,4.1768115942028965,78.0,96.0, Parking facility ,"Punjagutta, Hyderabad",,Hyderabad
SPOT ON 69484 Hotel Rk Residency,581.0,2074.0,4.1768115942028965,71.0,547.0, AC ,"Near Jaam Bagh, Hindustani Lane, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 78865 Raga Stays,659.0,1968.0,4.1768115942028965,66.0,405.0, Reception ,"Beside Reliance Trends , LB Nagar Circle ,LB Nagar , Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 70286 Svr Grand,690.0,2462.0,4.1768115942028965,71.0,388.0, Parking facility ,"Near Aparna Sarovar, Nallagandla, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
"Flagship 75871 , Gachibowli ,jv Colony",1356.0,4842.0,4.3,72.0,2822.0, Private entrance ,"Gachibowli, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
SPOT ON 72246 Gayatri Lodge,424.0,1514.0,4.1768115942028965,71.0,641.0, Reception ,"Ranigunj, Hyderabad",900+ people booked this OYO in last 6 months,Hyderabad
OYO Townhouse 733 Whiteridge Gachibowli,1812.0,5177.0,4.4,65.0,2095.0, Reception ,"Gachibowli, Hyderabad",2k+ people booked this OYO in last 6 months,Hyderabad
Collection O 80304 Hotel Pnr Banjara Hills,775.0,3024.0,4.1768115942028965,74.0,757.0, Parking facility ,"Guru Bramaha, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Capital O 86948 Hotel Sai Balaji,1040.0,2972.0,4.2,65.0,987.0, Reception ,"Rajendra Nagar Suncity Hyderabad, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
Flagship 76546 Alpine Glow Peak,1476.0,5271.0,4.3,72.0,2441.0, Elevator ,"Father Balaiah Nagar, Hyderabad",All staff vaccinated with both doses,Hyderabad
Capital O 11079 Hotel Prestige,1682.0,6007.0,4.3,72.0,4154.0, Parking facility ,"Centrally Located, Near Sun Shine Hospital, Paradise Road, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
SPOT ON 78138 New Hi-tech Lodge,264.0,1384.0,4.1768115942028965,80.0,174.0, TV ,"Punjagutta, Hyderabad",,Hyderabad
Flagship 66733 Hotel Fortune Bliss,503.0,1852.0,4.1768115942028965,72.0,385.0, Parking facility ,"Shamshabad, Hyderabad",900+ people booked this OYO in last 6 months,Hyderabad
OYO 40272 Hotel Srinivasa Inn,594.0,1698.0,4.1768115942028965,65.0,266.0, Reception ,"Lakdikapul, Hyderabad",700+ people booked this OYO in last 6 months,Hyderabad
Flagship 49255 Hotel New Simran Palace,425.0,1518.0,4.1768115942028965,72.0,100.0, Reception ,"Near Paradise Circle, Hyderabad",,Hyderabad
SPOT ON 81775 Mohit Gokul Lodge New Room's,539.0,1541.0,4.1768115942028965,65.0,589.0, Parking facility ,"Near To Secunderbad East Metro Rail Station, Hyderabad",6 people booked this hotel in last 6 hours,Hyderabad
Flagship 70678 Sri Harsha Residency,1253.0,4474.0,4.1768115942028965,71.0,803.0, AC ,"Kukatpally, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
SPOT ON 82436 Gopi Mini Guest House,566.0,2019.0,4.0,71.0,46.0, Parking facility ,"Erragadda, Hyderabad",,Hyderabad
POP 703069 Tirumala Lodge,634.0,2264.0,4.1768115942028965,72.0,1143.8475836431228, Geyser ,"District  Telangana 509216, Hyderabad",,Hyderabad
OYO 69076 Hotel Sweekar,638.0,1824.0,4.1768115942028965,65.0,666.0, Private entrance ,"Near Shamshabad Tsrtc Bus Stand, Hyderabad",800+ people booked this OYO in last 6 months,Hyderabad
OYO 37427 Hotel Shannu Grand,699.0,2508.0,4.1768115942028965,72.0,1232.0, Parking facility ,"Near Apollo Pharmacy, Secunderabad, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
OYO Townhouse 269 RCC Sunrise,2121.0,7574.0,4.1768115942028965,72.0,1505.0, Private entrance ,"Near Begumpet lifestyle, Kundanbagh Colony, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 40852 Hotel White Ridge,1342.0,3834.0,4.1768115942028965,65.0,2035.0, Parking facility ,"Near Dilsukhnagar metro station, Krishna Nagar, Hyderabad.",All staff vaccinated with 1st dose,Hyderabad
OYO 92437 Gopi Krishna Inn,814.0,2908.0,4.1768115942028965,72.0,175.0, Hair Dryer ,"Malkajgiri, Hyderabad",,Hyderabad
Flagship 76333 Relax Grand,1005.0,3589.0,4.1768115942028965,72.0,851.0, Reception ,"Secunderabad Mandal, Hyderabad","Hurry, Only 1 room left!",Hyderabad
OYO 91582 Hotel Lavish Stay,773.0,2759.0,4.1768115942028965,71.0,291.0, Reception ,"Ecil, Hyderabad",7 people booked this hotel in last 6 hours,Hyderabad
OYO 702565 Hotel Shyam,684.0,2444.0,4.1768115942028965,72.0,1143.8475836431228, Elevator ,"India, Hyderabad",,Hyderabad
OYO 17168 Hz Lodge,832.0,2969.0,4.1768115942028965,71.0,76.0, Elevator ,"Near Julu Khana Parking, Charminar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Townhouse 81794 Banjara Hills,724.0,2585.0,4.1768115942028965,71.0,1073.0, Modern wardrobe ,"Masab Tank, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
OYO Townhouse 1072 Rks Prestige,1255.0,4481.0,4.1,71.0,740.0, Reception ,"Madhapur, Hyderabad",8 people booked this hotel in last 6 hours,Hyderabad
OYO 68404 Sa Thirumala Residency,683.0,2439.0,4.1768115942028965,72.0,550.0, Reception ,"Near VRK Silks, Himayatnagar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 82310 Holiday Inn,994.0,3551.0,4.1768115942028965,72.0,890.0, Doctor on call ,"Telangana, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
OYO SilverKey 79803 Silver Key Qualia,1271.0,3632.0,4.0,65.0,3619.0, Hair Dryer ,"Kondapur, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 71906 Grand Hotel And Lodge,770.0,2751.0,4.1,72.0,463.0, Reception ,"Near Ambedkar Chowk Old Bustand Shivaji Nagar Sangareddy, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
Capital O 62166 Raaga Grand,2086.0,7451.0,4.3,72.0,674.0, Parking facility ,"Near Ruby Block, Secunderabad, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 92853 Rk Grand,1008.0,3598.0,4.1768115942028965,71.0,469.0, Reception ,"Rangareddy, Hyderabad",6 people booked this hotel in last 6 hours,Hyderabad
Collection O 78286 Collection O White Ridge,1175.0,4195.0,4.0,71.0,2811.0, Free Wi-Fi ,"L b Nagar, Hyderabad",7 people booked this hotel in last 6 hours,Hyderabad
OYO 88286 Hotel Padmini,825.0,2945.0,4.1768115942028965,71.0,139.0, Hair Dryer ,"Lakdikapul, Hyderabad",7 people booked this hotel in last 6 hours,Hyderabad
OYO 90936 Dk Reddy Square,800.0,2857.0,4.1768115942028965,72.0,214.0, Parking facility ,"Meerpet, Hyderabad",,Hyderabad
Capital O 12384 Hotel Rudra Grand,1914.0,6834.0,4.1768115942028965,71.0,2297.0, Parking facility ,"Gachibowli Area, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 10272 Hotel Ruma,912.0,3255.0,4.1768115942028965,71.0,697.0, Elevator ,"Near City Convention Centre, Nampally, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Home 79880 Dk Homes,899.0,2809.0,4.1768115942028965,68.0,789.0, Free Wi-Fi ,"Mallapur, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
OYO 14726 Hotel Vaishnavi Park,838.0,2994.0,4.1768115942028965,72.0,1645.0, Elevator ,"Near Monda Market, Shivaji Nagar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 16428 Hotel Vaishnavi Inn,924.0,3298.0,4.2,71.0,2270.0, Free Wi-Fi ,"Secunderabad, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Flagship 79768 Flagship Hotel 9 Star Shamshabad,599.0,1874.0,4.1768115942028965,68.0,489.0, Reception ,"Rangareddy, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
Capital O 39451 Swiss Hotel Gstaad,851.0,3039.0,4.1768115942028965,72.0,738.0, Reception ,"Opp Trident Hotel, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Capital O 700516 S V Residency Nalagandla,732.0,2614.0,4.1768115942028965,72.0,73.0, Doctor on call ,"Nalagandla, Hyderabad",7 people booked this hotel in last 6 hours,Hyderabad
OYO Townhouse 572 SS SKYLINE,949.0,2625.0,4.0,63.0,1983.0, Parking facility ,"R c c Skyline, Hyderabad",2k+ people booked this OYO in last 6 months,Hyderabad
OYO 86559 Gc International,998.0,2852.0,4.0,65.0,473.0, Reception ,"Rangareddy, Hyderabad",900+ people booked this OYO in last 6 months,Hyderabad
OYO 75008 Delta Suites,1398.0,3994.0,4.1768115942028965,65.0,1372.0, Elevator ,"Near Prathima hospital, Kukatpally, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Townhouse 1093 Unique Suites,1214.0,3469.0,4.1,65.0,965.0, Parking facility ,"Manikonda, Hyderabad",9 people booked this hotel in last 6 hours,Hyderabad
OYO 49253 Raja Residency,898.0,3208.0,4.1768115942028965,72.0,3896.0, Private entrance ,"Near Raja Deluxe Complex, Musheerabad, Hyderabad",All staff vaccinated with both doses,Hyderabad
OYO 62329 Lucky Hotels Gachibowli,1339.0,4782.0,4.2,72.0,2358.0, Private entrance ,"Gachibowli, Hyderabad",6 people booked this hotel in last 6 hours,Hyderabad
Flagship 67479 Alpine Glow Zenith,916.0,3269.0,4.1768115942028965,71.0,1788.0, Reception ,"Near Malani Colony, Bowenpally, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 84786 Hotel Silver Moon,1293.0,3694.0,4.1768115942028965,65.0,93.0, Reception ,"Hotel Silver Moon Towards Ciber Tower After Durgama Chervu Metro Station..pillar No 1757 2nd Floor Upper Bhaskar Studio And Abc Sallon Building, Hyderabad",,Hyderabad
Flagship 74938 Perfect Stay,947.0,2707.0,4.1768115942028965,65.0,1122.0, Reception ,"Alkapoor Colony, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Collection O 9386 Hotel Happy Stay,1008.0,3599.0,4.1768115942028965,71.0,1523.0, AC ,"Near ICICI Bank, Begumpet, Hyderabad",10 people booked this hotel in last 6 hours,Hyderabad
OYO 15140 Hotel Priya Residency,787.0,2811.0,4.1768115942028965,72.0,1144.0, AC ,"Near Raniganj, MG Road, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Flagship 14224 Happy Guest House,751.0,2681.0,4.1768115942028965,71.0,649.0, Free Wi-Fi ,"Near Star Super Market, Banjara Hills, Hyderabad",6 people booked this hotel in last 6 hours,Hyderabad
OYO 701191 Happy Stay Hotels,754.0,2692.0,4.1768115942028965,71.0,89.0, Parking facility ,"500107, Hyderabad",10 people booked this hotel in last 6 hours,Hyderabad
Flagship 35993  Puppalaguda,1042.0,3719.0,4.1768115942028965,71.0,1210.0, Elevator ,"Near Syndicate bank, Manikonda, Hyderabad",9 people booked this hotel today,Hyderabad
Flagship 63265 Sri Nirvana Inn,1368.0,4887.0,4.1768115942028965,72.0,1004.0, Parking facility ,"Near Image Hospital, Arunodaya Colony, Hyderabad",9 people booked this hotel today,Hyderabad
OYO 14669 Mayur's Residency,923.0,3295.0,4.1768115942028965,71.0,997.0, Free Wi-Fi ,"Near Sri Krupa Market, Malakpet, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
SPOT ON 80705 Balaji Residency,979.0,2798.0,4.1768115942028965,65.0,1115.0, AC ,"Khairatabad, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Capital O 88257 Kamakshi Hotels,1158.0,3308.0,4.1768115942028965,64.0,1132.0, Reception ,"Kukatpally, Hyderabad",11 people booked this hotel in last 6 hours,Hyderabad
Townhouse OAK Oyo Hitec City,3849.0,12218.0,4.1768115942028965,68.0,404.0, Reception ,"996544, Hyderabad",8 people booked this hotel today,Hyderabad
Capital O 90764 Sri Vinayaka Luxury Hotel,1281.0,4574.0,4.1768115942028965,71.0,924.0, Parking facility ,"Gachibowli, Hyderabad",9 people booked this hotel today,Hyderabad
OYO 81771 Rbs Residency,699.0,1958.0,4.1768115942028965,64.0,622.0, AC ,"Medchal Malkajgiri, Hyderabad",6 people booked this hotel in last 6 hours,Hyderabad
OYO 701448 Heavens Inn,814.0,2905.0,4.1768115942028965,71.0,145.0, Reception ,", Hyderabad",8 people booked this hotel in last 6 hours,Hyderabad
OYO 40869 White Ridge,1024.0,3655.0,4.1768115942028965,71.0,1842.0, Reception ,"Near Sanjeevini Hospital, Kothapet road, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
SPOT ON 70822 Pnd Complex,899.0,4562.0,4.1768115942028965,80.0,635.0, Hair Dryer ,"India, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO SilverKey 81097 Silverkey Halcyon Magnus,863.0,2465.0,4.1768115942028965,64.0,5582.0, AC ,"Sanath Nagar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Flagship 76655 Goldhorn Hotels Mehdipatnam,1595.0,5697.0,4.1,72.0,1915.0, Living Room ,"Mehdipatnam, Hyderabad",8 people booked this hotel in last 6 hours,Hyderabad
OYO 77239 Metro Heights,1224.0,4369.0,4.1768115942028965,71.0,146.0, AC ,"Beside Bharat Petrol Pump Opp Matro Station Pillor Number 1206 Lakdikapul Hyderabad, Hyderabad",,Hyderabad
OYO 63371 R Square Stay,1187.0,4239.0,4.1768115942028965,72.0,422.0, Hair Dryer ,"Near LB Nagar Metro Station, LB Nagar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Flagship 77043 Malkajgiri,767.0,2738.0,4.2,71.0,3004.0, Parking facility ,"Malkajgiri, Hyderabad",16 people booked this hotel in last 6 hours,Hyderabad
OYO 6749 The Royal Nest,1175.0,4195.0,4.1768115942028965,71.0,747.0, Free Wi-Fi ,"Centrally Located, Near Tata Docomo Office, Madhapur, Hyderabad",Erratic check-in experience,Hyderabad
OYO Townhouse 164 ESI Hospital,2043.0,5837.0,4.4,65.0,4652.0, Private entrance ,"Sanath Nagar, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 22907 Hotel Holiday,843.0,3009.0,4.2,71.0,1493.0, Reception ,"M.G Road, Near Rani Gunj X road, Opp. Punjab National Bank, Secunderabad, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 70857 Dream Suites,1474.0,5264.0,4.1768115942028965,72.0,1414.0, Reception ,"Near kphb metro station, Kukatpally, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Collection O 3169 Hotel Lotus Grand,1378.0,4919.0,4.1768115942028965,71.0,1860.0, Parking facility ,"Secunderabad, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Collection O 77700 Collection O Surabhi Grand,892.0,3184.0,4.1768115942028965,71.0,375.0, AC ,"R.r Dist, Hyderabad",800+ people booked this OYO in last 6 months,Hyderabad
Capital O 30955 Alpine Glow Pinnacle,1023.0,3654.0,4.1,72.0,2501.0, Reception ,"Near Veg Market, Bowenpally, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 12237 Luxury Villas,949.0,3598.0,4.1768115942028965,73.0,314.0, Parking facility ,"Begumpet, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO Home 79924 Pramod Prime Homes,1270.0,3628.0,4.0,64.0,1479.0, Free Wi-Fi ,"Nagole, Hyderabad",16 people booked this hotel in last 6 hours,Hyderabad
OYO 81144 Hotel Moon Light,1269.0,3625.0,4.1768115942028965,64.0,698.0, Parking facility ,"Jaihind Enclave, Hyderabad",1k+ people booked this OYO in last 6 months,Hyderabad
OYO 93463 Alwal Residency,779.0,2227.0,4.1768115942028965,65.0,69.0, Parking facility ,"Malkajgiri, Hyderabad",Erratic check-in experience,Hyderabad
OYO Townhouse RCC Majestic 397 LB Nagar,3262.0,9319.0,4.1768115942028965,65.0,3547.0, Parking facility ,"Champapet, Hyderabad",8 people booked this hotel in last 6 hours,Hyderabad
OYO SilverKey 74144 Himayat Nagar Circle,881.0,3147.0,4.1768115942028965,72.0,2285.0, Private entrance ,"Narayanguda, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Capital O 44354 Jubilee Banjara Suites,996.0,3555.0,4.1768115942028965,71.0,1037.0, Free Wi-Fi ,"Near American Hospital, Banjarahills, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 42129 Hotel Swiss Legrand,999.0,3568.0,4.1768115942028965,72.0,137.0, Reception ,"Near Nanking Cinese Restaurent, Ramnagar, Hyderabad",Erratic check-in experience,Hyderabad
"OYO SilverKey 28060 Gachibowli, Jv Colony",1742.0,6219.0,4.2,71.0,5528.0, Private entrance ,"Near KFC, JV Colony, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Flagship 80556 Happy Residency,1174.0,3354.0,4.1768115942028965,65.0,210.0, Reception ,"Medchal Malkajgiri, Hyderabad",,Hyderabad
OYO Flagship HYD1502 Landcorp Hotels,1617.0,5775.0,4.1768115942028965,72.0,2907.0, Parking facility ,"Madhapur,Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Collection O 78191 Collection O Venkata Sai Sadan Mathrusree Nagar,1046.0,3734.0,4.1768115942028965,71.0,2466.0, AC ,"miyapur. , Hyderabad",All staff vaccinated with 1st dose,Hyderabad
Capital O 4520 Hotel Central Park,1514.0,5405.0,4.1768115942028965,71.0,1815.0, Parking facility ,"Hyderguda, Hyderabad",All staff vaccinated with 1st dose,Hyderabad
OYO 77786 Rs Hotel,1379.0,4925.0,4.1768115942028965,72.0,223.0, Reception ,1 FLOOR V.R SUNSHINE APARTMENT STREET NO 3 PATRIKA NAGAR HITECH CITY HYDERABAD 500081,All staff vaccinated with 1st dose,Hyderabad
Flagship 83247 Hillside Hotels Dlf Gachibowli,1368.0,3909.0,4.1,65.0,1224.0, Reception ,"Rangareddy, Hyderabad",2k+ people booked this OYO in last 6 months,Hyderabad
