Hotels,Prices,Total_Price,Ratings,Booking_Discounts(%),Reviews,Facilities,Address,Informations,City_Name
OYO 9605 Hotel Golden Inn,866.0,3091.0,4.134042553191488,71.0,1489.0,,"Centrally Located, Near HKP Road, Shivaji Nagar, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 75132 K N Residency,900.0,2571.0,4.134042553191488,64.0,704.0, Reception ,"Near REVA University, Masjid Road, Kattigenahalli",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 071 Brookfield,2639.0,9425.0,4.2,72.0,2769.0, Private entrance ,"Near Naryana PU college, BEML Layout, Bangalore",All staff vaccinated with 1st dose,Bangalore
Capital O 37517 Withinn Hotel,1439.0,5139.0,4.1,72.0,1172.0, Parking facility ,"Near NIAS, Mathikere Extension, Bangalore",8 people booked this hotel today,Bangalore
OYO Flagship 702029 Mathrushree Bording And Lodging ,662.0,2365.0,4.0,72.0,12.0, Elevator ,Addiganahalli Bangalore,,Bangalore
SPOT ON 701125 Sri Saptagiri Bording & Lodging,525.0,1875.0,4.134042553191488,72.0,16.0, Elevator ,"Hegganahalli Main Road, Bangalore",16 people booked this hotel today,Bangalore
Collection O 76111 Executive Stays Basapura,938.0,3351.0,4.134042553191488,72.0,1004.0, Parking facility ,"Near Electronic City, Basapura Hosur Road, Bangalore",13 people booked this hotel in last 6 hours,Bangalore
Capital O 37517 Withinn Hotel,1439.0,5139.0,4.1,72.0,1172.0, Parking facility ,"Near NIAS, Mathikere Extension, Bangalore",8 people booked this hotel today,Bangalore
Capital O 63711 Chetana Clove,1028.0,3671.0,4.1,72.0,1301.0, Reception ,"Near Shanti Niketan School, Maruthinagar, Bangalore",All staff vaccinated with 1st dose,Bangalore
Capital O 65381 Sln Residency,1056.0,3772.0,4.134042553191488,72.0,662.0, Parking facility ,NEAR GKVK JAKKUR PLANTATION,All staff vaccinated with 1st dose,Bangalore
OYO 6790 Hotel Subha Residency,1407.0,4021.0,4.0,65.0,1518.0, TV ,"1st Cross Ps Lane Cottonpet Majestic, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 77 Hotel Room Stories,1117.0,3989.0,4.134042553191488,72.0,848.0,,"BEML Layout, Near RNS Engineering college, Rajarajeshwari Nagar, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 79381 Dm Residency,493.0,1962.0,4.134042553191488,74.0,233.0, Reception ,"Rajarajeshwari Nagar Zone, Bangalore",All staff vaccinated with 1st dose,Bangalore
Collection O 79472 Royal Ruby Hotel,614.0,1754.0,4.134042553191488,64.0,120.0, Reception ,"Hulimangala Main Road Electronic City Phase 1 Bangalore, Bangalore",6 people booked this hotel in last 6 hours,Bangalore
OYO 13121 Sai Kuteer,853.0,2437.0,4.134042553191488,65.0,153.0, Parking facility ,"Near MG school, Bilekahalli , Bangalore",,Bangalore
OYO 23032 New Hotel Mayur Paradise,549.0,1795.0,4.134042553191488,69.0,92.0, Parking facility ,"Near Shamaro Vittal Co-Operative Bank, Bangalore",10 people booked this hotel today,Bangalore
Flagship 13933 Varcity Pearl,1249.0,4459.0,4.134042553191488,71.0,3880.0, Elevator ,"Near Forum Mall, Koramangala, Bangalore",23 people booked this hotel in last 6 hours,Bangalore
OYO Home 89640 Kkr New Town,646.0,2308.0,4.134042553191488,72.0,127.0, Free Wi-Fi ,"Kalyan Nagar, Bangalore",,Bangalore
OYO 77067 P N K Suites,983.0,3511.0,4.134042553191488,72.0,100.0, Reception ,"Bangalore Urban, Bangalore",All staff vaccinated with 1st dose,Bangalore
Capital O 12543 3 Square,1330.0,4751.0,4.134042553191488,72.0,1323.0, Elevator ,"Next to Cafe Coffee Day, HBR Layout, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 62942 The Royal International Hotel,856.0,3055.0,4.134042553191488,71.0,280.0, Parking facility ,"Near Robert Bosch Company, Mangammanapalya, Bangalore",8 people booked this hotel today,Bangalore
SPOT ON 78782 Hotel Om Classic,499.0,2479.0,4.134042553191488,79.0,15.0, Parking facility ,"562107, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Flagship 702993 I Care With Greenery Comforts,673.0,2402.0,4.134042553191488,71.0,794.5655737704918, Elevator ,"Koothi Thope, Bangalore",8 people booked this hotel today,Bangalore
Flagship 29293 Athithi Comforts,920.0,2629.0,4.134042553191488,65.0,884.0, Reception ,"Near Happy Home Shopping Mall, RR Nagar, Bangalore",7 people booked this hotel in last 6 hours,Bangalore
Capital O 88646 Sri Sapthagiri Comforts,699.0,1997.0,4.134042553191488,65.0,104.0, Parking facility ,"India, Bangalore",9 people booked this hotel in last 6 hours,Bangalore
Flagship 14397 Varcity Phi Pavilion,1057.0,3775.0,4.0,72.0,3987.0, Living Room ,"Btm Layout, Bangalore",6 people booked this hotel in last 6 hours,Bangalore
OYO 91217 Nr Comforts,651.0,2325.0,4.134042553191488,72.0,331.0, Doctor on call ,"49, 20th main road, Gangotri circle, opposite to life care hospital, Old Madiwala, Aicobo Nagar, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560029",9 people booked this hotel today,Bangalore
OYO 9605 Hotel Golden Inn,866.0,3091.0,4.134042553191488,71.0,1489.0,,"Centrally Located, Near HKP Road, Shivaji Nagar, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 13941 Nr Suites,984.0,3514.0,4.134042553191488,72.0,1596.0, Free Wi-Fi ,"Near Central Silk board, BTM Layout, Bangalore",2k+ people booked this OYO in last 6 months,Bangalore
OYO 90874 Mourya Residency,797.0,2847.0,4.134042553191488,72.0,59.0, Reception ,"Near Wonderla Gate, Mysore Road, Bangalore, India - 560091",,Bangalore
OYO 76571 NEW NDS HOMES,699.0,2065.0,4.134042553191488,66.0,282.0, Free Wi-Fi ,"Chamudeswary layout, Bangalore",800+ people booked this OYO in last 6 months,Bangalore
Capital O 79741 Royal Encore,1287.0,4597.0,4.0,72.0,1929.0, AC ,"Behind Manyata Tech Park Gate No.5, Rachenahalli main road Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 26817 Gks Residency,730.0,2605.0,4.134042553191488,71.0,607.0, Reception ,"Near Jayadeva circel, Vysya Bank Colony, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 87519 Nra Residency,764.0,2184.0,4.134042553191488,65.0,291.0, Parking facility ,"Rajarajeshwari Nagar, Bangalore",13 people booked this hotel today,Bangalore
OYO 15270 Atithi Residency,840.0,2998.0,4.134042553191488,71.0,279.0, Parking facility ,"Near Udupi bhavan, Attibele, Bangalore",All staff vaccinated with 1st dose,Bangalore
Capital O 72587 Pv Residency,778.0,2779.0,4.134042553191488,72.0,466.0, Private entrance ,"Near Sapthagiri engineering college, Jalahalli - West, Bengaluru",All staff vaccinated with 1st dose,Bangalore
OYO 9251 Nar Comforts,1273.0,3637.0,4.134042553191488,65.0,1554.0, Parking facility ,"NAR Comforts,13, G.K temple street, opp. Vijayalaxmi theater, Chickpet, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Home 78310 Crystal Inn,954.0,2727.0,4.134042553191488,65.0,1281.0, Parking facility ,"Bilekahalli, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 88893 Lakshmi Sri Deluxe Boarding & Lodgeing,599.0,2354.0,4.134042553191488,74.0,164.0, Parking facility ,"India Bangalore Karnataka India, Bangalore",,Bangalore
OYO 13043 Pavithra Regency,873.0,3117.0,4.134042553191488,71.0,146.0, Reception ,"Near SBI Bank, RT Nagar Main Road, Bangalore",,Bangalore
OYO 91325 Nr Royal,1023.0,3652.0,4.134042553191488,71.0,155.0, Parking facility ,"Sector 6, HSR Layout Ward, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka",600+ people booked this OYO in last 6 months,Bangalore
Collection O 76285 Vittala Comfort,1265.0,4517.0,4.134042553191488,71.0,758.0, Reception ,"Near State Bank Of India, Beltur, Bangalore",9 people booked this hotel in last 6 hours,Bangalore
Capital O 432 Hotel Victoria Heights,1304.0,4655.0,4.134042553191488,71.0,873.0, Free Wi-Fi ,"Near St.Philomena's Hospital, Xavier Layout, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 35680 Sri Sai Residency,799.0,2339.0,4.134042553191488,65.0,364.0, Reception ,"Near Vijaya Nagar, Bangalore",6 people booked this hotel in last 6 hours,Bangalore
Flagship 93408 Honnagiri Residency,599.0,2138.0,4.134042553191488,71.0,48.0, Parking facility ,"Kaveri Nagar, Bangalore",8 people booked this hotel today,Bangalore
Collection O 90316 Manyata Palace,759.0,2711.0,4.1,72.0,626.0, Parking facility ,"Near Manyata Tech Park Gate 4, Bangalore",1k+ people booked this OYO in last 6 months,Bangalore
OYO 11915 Varcity Park,1158.0,4134.0,4.134042553191488,71.0,2254.0, Doctor on call ,"Near SV Hospitals, Madiwala, Bangalore",All staff vaccinated with 1st dose,Bangalore
Flagship 92248 Sai International,1008.0,3599.0,4.134042553191488,71.0,131.0, Parking facility ,"Katakam Complex Shidedahalli Circle Nagasandra Post, Bangalore",,Bangalore
Collection O 700570 Hotel 1089 Olive,781.0,2232.0,4.134042553191488,65.0,92.0, Elevator ,"Road, Bangalore",9 people booked this hotel today,Bangalore
Capital O 14272 Manyata Royal Mac,848.0,3028.0,4.134042553191488,71.0,940.0, Hair Dryer ,"Behind Manyata Tech Park, Rechanahalli, Bangalore",1k+ people booked this OYO in last 6 months,Bangalore
Capital O 13787 Spf Palace,1019.0,3639.0,4.134042553191488,72.0,1046.0, Parking facility ,"Near Chandapura Market, Anekal, Bangalore",10 people booked this hotel today,Bangalore
OYO Home 78429 Peaceful Stay,705.0,2014.0,4.134042553191488,65.0,121.0, Parking facility ,"Ayappa Block 1st Floor House .no 62 Agrahar Badavane Kogilu Yelahanka, Bangalore",All staff vaccinated with 1st dose,Bangalore
Flagship 18338 White Fort,690.0,2465.0,4.134042553191488,72.0,1248.0, Parking facility ,"Dispensary Rd, Kalasipalya,Bangalore",8 people booked this hotel in last 6 hours,Bangalore
OYO 10480 Hotel Pmr,1232.0,4398.0,4.134042553191488,71.0,1836.0, Parking facility ,"Near Thalaserry Restaurant, Prasanth Layout, Bangalore",14 people booked this hotel today,Bangalore
SPOT ON 701721 Ranganatha Boarding And Lodging,514.0,1834.0,4.134042553191488,71.0,10.0, Free Wi-Fi ,"machohalli opposite Pooja hospital, Bangalore",,Bangalore
OYO 46067 Sree Lakshmi Residency,820.0,2928.0,4.134042553191488,71.0,423.0, Reception ,"Near Bata Show Room, Yeshwanthpur, Bangalore","Hurry, Only 1 room left!",Bangalore
Capital O 46423 Clove Boutique Hotel Rajaji Nagar,3412.0,9748.0,4.134042553191488,65.0,1612.0, Parking facility ,"4th Block, Rajaji Nagar, Bangalore",1k+ people booked this OYO in last 6 months,Bangalore
Flagship 43308 Sri Sai Guru Comforts,901.0,3217.0,4.134042553191488,71.0,345.0, Reception ,"Near Hosahalli Main Road, Hunasamaranahalli, Bangalore",All staff vaccinated with 1st dose,Bangalore
Capital O 49646 Hotel Champion Paradise,677.0,2166.0,4.134042553191488,68.0,591.0, AC ,"Near V.E.T School, J.P. Nagar, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 82047 Srk Live Inn Castle,1420.0,4058.0,4.134042553191488,65.0,935.0, Elevator ,"Bangalore Urban, Bangalore",18 people booked this hotel today,Bangalore
OYO 62331 Gn Collection O,834.0,3695.0,4.134042553191488,77.0,680.0, Reception ,"Centrally Located, Near A D Halli Park, Housing Board, Bangalore",All staff vaccinated with 1st dose,Bangalore
Collection O 700969 Sln Orchid Business Hotel,625.0,2232.0,4.134042553191488,72.0,25.0, Elevator ,"Bidarahalli Hobli, Bangalore",11 people booked this hotel today,Bangalore
Collection O 2318 Hotel Palm Emirates,1142.0,4077.0,4.134042553191488,71.0,894.0, Parking facility ,"Tavarekere Main Rd, Bangalore",1k+ people booked this OYO in last 6 months,Bangalore
OYO 12737 Jk Residency,949.0,3244.0,4.134042553191488,70.0,309.0, Free Wi-Fi ,"Near MMR Shopping Complex, Kammasandra, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 038 Banaswadi 100Ft Road,1714.0,6121.0,4.134042553191488,72.0,868.0, Parking facility ,"Kammanahalli Bangalore, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 180 Jayanagar,1508.0,5387.0,4.4,72.0,2839.0, Free Wi-Fi ,"Near Sagar Hospital, Tilak Nagar, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 852 Kings 10,1523.0,5439.0,4.0,72.0,486.0, AC ,"Centrally Located, Near, HMT Layout Bus Stop, R.T.Nagar, Bangalore",800+ people booked this OYO in last 6 months,Bangalore
Capital O 23461 Champion Lotus,1194.0,4265.0,4.134042553191488,72.0,1344.0, Reception ,"Near IIFT, Vijayanagar, Bangalore",All staff vaccinated with 1st dose,Bangalore
Townhouse OAK SRK White Inn,1619.0,4625.0,4.134042553191488,64.0,1527.0, Free Wi-Fi ,"Koramangala, Bangalore",All staff vaccinated with 1st dose,Bangalore
Collection O 77217 Amazing Inn,1320.0,4715.0,4.134042553191488,72.0,668.0, Parking facility ,"Bhuvanappa Layout, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 442 Galexia Hotel And Resorts,1933.0,5522.0,4.0,64.0,1530.0, Private entrance ,"Jakkur Plantation, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Flagship 701937 S L N Lodge Brundavana,477.0,1704.0,4.134042553191488,72.0,794.5655737704918, Free Wi-Fi ,"Hosapalya Road, Bangalore",,Bangalore
Capital O 78935 The Udupi Park Boutique Hotel,1348.0,4812.0,4.134042553191488,71.0,831.0, Doctor on call ,"56066, Bangalore",All staff vaccinated with 1st dose,Bangalore
Flagship 8252 Aayush Corporate Stays,1594.0,5691.0,4.134042553191488,71.0,1050.0, Hair Dryer ,"Near Maharaja Signal, Kormangala, Bangalore",All staff vaccinated with 1st dose,Bangalore
Capital O 75993 Hotel Shanti Nivas,1299.0,2332.0,4.134042553191488,44.0,1254.0, Free Wi-Fi ,"Near Yeshwanthpur , Sri Raghavendra Layout, Bangalore",All staff vaccinated with 1st dose,Bangalore
Capital O 61292 Manyata Sterling,1131.0,4038.0,4.134042553191488,71.0,2994.0, Parking facility ,"Near Manyata Tech Park,Mesthri Palya, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 49073 Whitefield Comforts,1479.0,4225.0,4.134042553191488,64.0,256.0, Reception ,"opposite to st Joseph high school, above Just bake and Apnaday Market",All staff vaccinated with 1st dose,Bangalore
OYO 10476 Shree Mookambika Guest House,1176.0,3359.0,4.1,64.0,298.0, Hair Dryer ,"5th Main K C Mallapa Reddy Layout Kormangla, Bangalore",900+ people booked this OYO in last 6 months,Bangalore
OYO Home 78922 Mishra Suites,1239.0,3539.0,4.134042553191488,64.0,545.0, Private entrance ,"Bangalore, Bangalore",All staff vaccinated with 1st dose,Bangalore
Townhouse OAK EVS Suites,1502.0,4291.0,4.134042553191488,65.0,525.0, Parking facility ,"Sir MVIT College Road, Sonnapanahalli, Bangalore",1k+ people booked this OYO in last 6 months,Bangalore
OYO 5964 Manyata Tech Park,883.0,3152.0,4.134042553191488,71.0,678.0, Free Wi-Fi ,"Behind Manyata Tech Park Gate No.4, Rachenahalli ,Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 076 Hebbal,1540.0,5499.0,4.134042553191488,71.0,1260.0, Private entrance ,"Dasarahalli, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 69986 Pnk Royals,1062.0,3034.0,4.134042553191488,65.0,40.0, Reception ,"Near Vijaya Bank, Bidadi, Bangalore",,Bangalore
Collection O 17208 Royal Bliss International,938.0,3351.0,4.134042553191488,72.0,864.0, Parking facility ,"Near Brand Factory, Bilekahalli, Bangalore",1k+ people booked this OYO in last 6 months,Bangalore
OYO 68738 Hotel Ramana Inn,883.0,2522.0,4.134042553191488,64.0,145.0, Parking facility ,"Near Apollo Phaacy, Mathikere Main Road, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 75132 K N Residency,900.0,2571.0,4.134042553191488,64.0,704.0, Reception ,"Near REVA University, Masjid Road, Kattigenahalli",All staff vaccinated with 1st dose,Bangalore
OYO 28119 Omkar Global Inn,1038.0,3708.0,4.134042553191488,72.0,447.0, Parking facility ,"Near BGS hospital, Bangalore",All staff vaccinated with 1st dose,Bangalore
SPOT ON 80165 S3 Comforts,1145.0,3271.0,4.134042553191488,65.0,320.0, TV ,"Diagonally Opp Sri Krishna Nandagokula Hotel, Bangalore",,Bangalore
OYO Flagship 701999 Jj Home Stay,1035.0,3697.0,4.134042553191488,72.0,12.0, Free Wi-Fi ,"5th Stage, Bangalore",,Bangalore
Capital O 5683 Ss Suites,1402.0,5005.0,4.134042553191488,71.0,1762.0, Free Wi-Fi ,Above Vishal Mega mart,2k+ people booked this OYO in last 6 months,Bangalore
Townhouse OAK Dreamland Suites ,1681.0,6004.0,4.0,72.0,1258.0, Reception ,"Chikkajala, Bangalore",6 people booked this hotel in last 6 hours,Bangalore
Collection O 12922 Hotel Ivy Dew Drops,1917.0,6845.0,4.134042553191488,71.0,1.0, Parking facility ,"Kitthiganahalli, Bangalore",,Bangalore
OYO Home 78917 Mandhara Suites,1068.0,3051.0,4.134042553191488,65.0,1143.0, Parking facility ,"Bangalore Urban, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 71574 Hotel Silver House,1052.0,3005.0,4.134042553191488,64.0,501.0, Parking facility ,"Arghar Dasrahalli Near Madhu Hospital Opp Maharaja Tent House Reliance Smart Building Magadi Main Road, Bangalore",7 people booked this hotel in last 6 hours,Bangalore
OYO Townhouse 385 Navya International Ramamurthy Nagar,1402.0,5005.0,4.134042553191488,71.0,1903.0, Electric Kettle ,"Near Rammamurthynagar Police Station, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Home 80784 Compact Studio Kr Puram,1610.0,4599.0,4.134042553191488,64.0,896.0, Elevator ,"K r Puram, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 11688 Petuni Boutique Hotel,1557.0,4448.0,4.134042553191488,65.0,1480.0, Elevator ,"Silver Springs Layout, Bangalore",6 people booked this hotel in last 6 hours,Bangalore
OYO 5274 Hotel Ganga Sagar,1030.0,2942.0,4.134042553191488,64.0,232.0, Parking facility ,"Near Koramangala Bus Stand, Bangalore","Hurry, Only 1 room left!",Bangalore
Flagship 701603 New Town House,842.0,3008.0,4.134042553191488,72.0,14.0, Elevator ,"D Group Layout Nagarbhavi, Bangalore",,Bangalore
Collection O BLR2460 Sln Suites,1150.0,4108.0,4.134042553191488,72.0,279.0, Parking facility ,"Behind Baptist Hospital, Hebbal",600+ people booked this OYO in last 6 months,Bangalore
OYO Flagship 702689 Hotel Gurudev Residency,797.0,2847.0,4.134042553191488,72.0,27.0, Elevator ,"India, Bangalore",10 people booked this hotel in last 6 hours,Bangalore
OYO 82140 The Kickout,1309.0,3741.0,4.134042553191488,65.0,384.0, Elevator ,"Rajarajeshwari Nagar Zone, Bangalore",1k+ people booked this OYO in last 6 months,Bangalore
OYO 10475 Pmr Hotel,1342.0,4792.0,4.134042553191488,71.0,1289.0, Living Room ,"Near Thallasary Restaurant, Prasanth Layout, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Home 78918 Leva Homes,1544.0,4412.0,4.134042553191488,65.0,1041.0, Elevator ,"Mahadevapura Zone, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 77066 Anjani Fortune Suites,876.0,3127.0,4.134042553191488,71.0,132.0, Private entrance ,"Yelahanka Zone, Bangalore",All staff vaccinated with 1st dose,Bangalore
Collection O 27065 Eden Au Lac,1833.0,6547.0,4.134042553191488,72.0,1286.0, Parking facility ,"Near Indiranagar Police Station, Indiranagar, Bangalore",10 people booked this hotel in last 6 hours,Bangalore
OYO 90623 Elite Stays,1893.0,5408.0,4.134042553191488,65.0,450.0, Doctor on call ,"Bangalore East, Bangalore",6 people booked this hotel in last 6 hours,Bangalore
Capital O 93425 Mr Guestline,738.0,2109.0,4.134042553191488,65.0,53.0, Doctor on call ,"Bangalore Urban, Bangalore",8 people booked this hotel today,Bangalore
Flagship 701127 Mathrushree Comforts Inn,692.0,2469.0,4.134042553191488,71.0,17.0, Free Wi-Fi ,"Huskur Road, Bangalore",,Bangalore
OYO 76339 Sai Orchid ,791.0,2825.0,4.134042553191488,72.0,71.0, Reception ,"West Zone, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 75843 Sm Residency,828.0,2955.0,4.134042553191488,71.0,589.0, Private entrance ,"151, Rachenahalli, Manyata Tech Park, Gate No.5, P&T Layout, 7th Cross, Dr.SRK Nagar post, Bangalore",All staff vaccinated with 1st dose,Bangalore
Flagship 701601 Sri Sai Ram Suites,1081.0,3859.0,4.134042553191488,71.0,71.0, Elevator ,"Jnanabharthi, Bangalore",,Bangalore
Capital O 700590 King Suites -hennur,1488.0,5314.0,4.1,72.0,53.0, Reception ,"Bangalore Urban, Bangalore",,Bangalore
OYO Townhouse 071 Brookfield,2639.0,9425.0,4.2,72.0,2769.0, Private entrance ,"Near Naryana PU college, BEML Layout, Bangalore",All staff vaccinated with 1st dose,Bangalore
Capital O 79118 Green Residency,949.0,3358.0,4.134042553191488,71.0,207.0, Reception ,"560058, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 72404 Naidu Palace,1519.0,4339.0,4.134042553191488,64.0,503.0, Doctor on call ,"Near Dhobi Ghat junction, Rajajinagar, Bangalore",1k+ people booked this OYO in last 6 months,Bangalore
OYO Home 79223 Exotic Stay Bsk 3rd Stage,1380.0,3942.0,4.134042553191488,64.0,1100.0, Elevator ,"South, Bangalore",All staff vaccinated with 1st dose,Bangalore
SPOT ON 71449 Ssr Lodging And Boarding,772.0,2755.0,4.134042553191488,71.0,292.0, Reception ,"Near Jumma masjid, Shivaji Nagar, Bangalore",700+ people booked this OYO in last 6 months,Bangalore
OYO 3664 Hotel Shivaals Residency,1100.0,3928.0,4.134042553191488,72.0,229.0, Doctor on call ,"Rajajinagar, Bangalore","Hurry, Only 1 room left!",Bangalore
OYO Townhouse 093 Ramamurthy Nagar,1937.0,5534.0,4.134042553191488,65.0,984.0, Parking facility ,"Near Ramamurthy Nagar Signal, Bangalore,Karnataka",All staff vaccinated with 1st dose,Bangalore
OYO 10527 Corner Golf View,1580.0,5644.0,4.134042553191488,72.0,495.0, Cot ,"Domlur, Bangalore",9 people booked this hotel in last 6 hours,Bangalore
OYO BLR2467 Urban Inn,1987.0,7097.0,4.1,72.0,1158.0, Hair Dryer ,"Near Mosque And Above Canara Bank, Bangalore",All staff vaccinated with 1st dose,Bangalore
Collection O 1324 Hotel Crescent,1925.0,6874.0,4.134042553191488,72.0,1044.0, Power backup ,"Near Jeevika Hospital,Outer Ring Road, Marathahalli, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 238 Ulssor,2039.0,7282.0,4.134042553191488,72.0,1816.0, Doctor on call ,"Halasuru, Bangalore",All staff vaccinated with 1st dose,Bangalore
SPOT ON 702204 Sapthagiri Residency,599.0,1844.0,4.134042553191488,67.0,794.5655737704918, Elevator ,"opp Raashi Residency Bangalore Karnataka, Bangalore",,Bangalore
Flagship 92285 Sunshine Inn,1023.0,3652.0,4.134042553191488,71.0,206.0, Parking facility ,"Rachenahalli Main Road Beside Manyata Tech Park Gate 5, Bangalore",600+ people booked this OYO in last 6 months,Bangalore
Capital O 70991 Prime Square,1497.0,5345.0,4.134042553191488,71.0,735.0, Free Wi-Fi ,"Centrally Located, Near Kalyan Nagar Bus Stand, 1st stage, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO Townhouse 332 Varthur Main Road,1708.0,6098.0,4.134042553191488,71.0,803.0, Reception ,"Whitefield, Bangalore",All staff vaccinated with 1st dose,Bangalore
Collection O 78266 Collection O Sathyajyothi Comforts,1300.0,4642.0,4.134042553191488,71.0,1579.0, Reception ,"Girinagar, Bangalore",All staff vaccinated with 1st dose,Bangalore
OYO 68852 M.r Lodge,899.0,3211.0,4.134042553191488,72.0,6.0, Parking facility ,"Near Christ University, K M Jayaram Complex, Bangalore",,Bangalore
OYO 10321 Century Residency,1202.0,4291.0,4.134042553191488,71.0,559.0, Living Room ,"Near Sri Balaji medicals, Zuzuvadi, Bangalore",Erratic check-in experience,Bangalore
OYO 69014 The New Golden Keys,1529.0,4369.0,4.134042553191488,65.0,599.0, Parking facility ,"Near BGS Hospital, Uttarahalli Main Road, Bangalore",1k+ people booked this OYO in last 6 months,Bangalore
