Hotels,Prices,Total_Price,Ratings,Booking_Discounts(%),Reviews,Facilities,Address,Informations,City_Name
OYO 49587 Hotel Sai,524.0,1869.0,4.1707070707070715,71.0,379.0, Reception ,"A Block - 19, Azadpur, New Delhi 110033",700+ people booked this OYO in last 6 months,Delhi
Capital O 10938 Season Grand,925.0,3304.0,4.1707070707070715,72.0,666.0, Private entrance ,Near Pitampura metro station,All staff vaccinated with 1st dose,Delhi
OYO 26648 The Kytes,3547.0,12667.0,4.1707070707070715,72.0,18.0, Hair Dryer ,"Near Chattarpur Farms, Delhi",,Delhi
Capital O 84209 Royale Avenue,650.0,2790.0,4.3,76.0,57.0, Reception ,"North West Delhi, Delhi",,Delhi
OYO 27979 Krishna Residency,602.0,2435.0,4.1707070707070715,75.0,848.0, Private entrance ,"Near Iskcon Temple, kailash , Delhi",All staff vaccinated with 1st dose,Delhi
OYO Townhouse 1051 Galaxy Inn,499.0,2227.0,4.1707070707070715,77.0,276.0, Parking facility ,"South Delhi, Delhi",800+ people booked this OYO in last 6 months,Delhi
Flagship 40693 Chahal Guest House,607.0,2167.0,4.1707070707070715,71.0,1299.0, Reception ,"Near Beside Sonia Hospital, Rajdhani Park, Delhi","Hurry, Only 1 room left!",Delhi
OYO 85985 Sunrise Villa,694.0,1984.0,4.1707070707070715,65.0,398.0, Parking facility ,"South Delhi, Delhi",800+ people booked this OYO in last 6 months,Delhi
OYO 91151 Hotel Raas,675.0,1929.0,4.1707070707070715,65.0,283.0, Elevator ,"I/6 Ramkrishna Marg Rohini Sector 16, Delhi",900+ people booked this OYO in last 6 months,Delhi
OYO 89006 Bhera Residency,845.0,3017.0,4.1707070707070715,71.0,191.0, Free Wi-Fi ,"Bhera Enclave, Delhi","Hurry, Only 1 room left!",Delhi
OYO 15515 Hotel Landmark Inn,2383.0,8511.0,4.1707070707070715,72.0,4270.0, Hair Dryer ,Near Karol Bagh Metro Station,3k+ people booked this OYO in last 6 months,Delhi
Flagship 39600 Sathguru Residency,844.0,2412.0,4.3,65.0,1858.0, Reception ,"New Ashok Nagar, Delhi",All staff vaccinated with 1st dose,Delhi
OYO Home 85241 Delight Delhi,705.0,2518.0,4.0,72.0,73.0, Elevator ,"Dwarka, Delhi","Hurry, Only 1 room left!",Delhi
OYO 86777 Hotel International,664.0,1898.0,4.1707070707070715,65.0,90.0, Reception ,"Road No1 Mahipalpur New Delhi, Delhi",,Delhi
SPOT ON 93335 Friends Guest House,488.0,1475.0,4.1707070707070715,66.0,72.0, Elevator ,"Pana Mamarpur, Delhi","Hurry, Only 1 room left!",Delhi
OYO Flagship 702696 Hotel Rudra Grand,599.0,1844.0,4.1707070707070715,67.0,560.0817717206132, Free Wi-Fi ,"chattarpur enclave, Delhi",8 people booked this hotel in last 6 hours,Delhi
Collection O 81799 Hotel Spot Light,668.0,1908.0,4.1,64.0,153.0, Free Wi-Fi ,"Tehsil, Delhi",All staff vaccinated with 1st dose,Delhi
Flagship 69247 Best Bikaner Smart,459.0,1639.0,4.1707070707070715,72.0,295.0, Hair Dryer ,"Near Radha Swami Ashram, Narela, Delhi",8 people booked this hotel today,Delhi
Collection O 701254 Hotel Golden Blue,624.0,2227.0,4.1,71.0,27.0, Free Wi-Fi ,"Delhi 110037, Delhi",,Delhi
OYO 75380 Hotel Shimla,599.0,3091.0,4.1707070707070715,80.0,161.0, Reception ,"Near Dwarka mor metro station, Sector 15 Dwarka, Delhi",All staff vaccinated with 1st dose,Delhi
OYO 88317 Hotel Relax Inn,664.0,1898.0,4.1707070707070715,65.0,388.0, Elevator ,"New Delhi, Delhi",600+ people booked this OYO in last 6 months,Delhi
Flagship 91965 Imperial Residency,540.0,1927.0,4.1707070707070715,71.0,96.0, Reception ,"New Delhi, Delhi",,Delhi
Flagship 93499 Hotel Belmond,599.0,1937.0,4.1707070707070715,69.0,162.0, Elevator ,"Near Sector 9 Dwarka Metro Station,Dwarka,Delhi",,Delhi
Flagship 92206 Park Avenue Casa,604.0,2155.0,4.1707070707070715,71.0,149.0, Elevator ,"Chhatarpur, Delhi",,Delhi
OYO 44229 Diamond Suite,556.0,1984.0,4.1707070707070715,71.0,918.0, Reception ,"Near Gurudwara, Taimurnagar, Delhi",2k+ people booked this OYO in last 6 months,Delhi
OYO Home 78807 Plot No40 Dwarka Bnb,684.0,1955.0,4.1707070707070715,65.0,342.0, Parking facility ,"Sec 23b Pocket 7, Delhi",All staff vaccinated with 1st dose,Delhi
Collection O 702242 Hotel Home Stay,599.0,2952.0,4.1707070707070715,79.0,560.0817717206132, Elevator ,"Sec 26 Bharthal Village, Delhi",,Delhi
Capital O 89808 Sk Residency,685.0,1957.0,4.1707070707070715,65.0,336.0, Reception ,"South West Delhi, Delhi",800+ people booked this OYO in last 6 months,Delhi
OYO 29429 Dwarka International,684.0,1955.0,4.1707070707070715,65.0,244.0, Hair Dryer ,"Near State Bank Atm, Sector 7 Dwarka, Delhi",,Delhi
OYO 84947 Hotel Kia,732.0,2322.0,4.1707070707070715,68.0,92.0, Reception ,"South Delhi, Delhi",,Delhi
OYO 86940 Sunrise Villa,664.0,1898.0,4.1707070707070715,65.0,705.0, Reception ,"South East Delhi, Delhi",1k+ people booked this OYO in last 6 months,Delhi
OYO Townhouse 1126 Super 8,868.0,3099.0,4.4,71.0,261.0, Elevator ,"Dwarka, Delhi",8 people booked this hotel today,Delhi
OYO 84043 Lisa Homes,966.0,2761.0,4.2,65.0,180.0, Parking facility ,"A-6 & A7 5th Floor, A Block, Gali No. 1, SBI Bank wali gali, Delhi, India",,Delhi
OYO 69541 Geet Residency,1550.0,4428.0,4.1707070707070715,65.0,205.0, Reception ,"Near Vijay Sales, Palam Village, Delhi",,Delhi
OYO 92421 Hotel Nirvan,502.0,1434.0,4.0,64.0,105.0, Parking facility ,"Jahangirpur, Delhi",,Delhi
Collection O 702962 Presidency Inn,860.0,3071.0,4.1707070707070715,72.0,560.0817717206132, Elevator ,"Dwarka Sector 9, Delhi",7 people booked this hotel in last 6 hours,Delhi
Flagship 17335 Uttam Nagar East Metro Station,771.0,2204.0,4.1707070707070715,65.0,175.0, Reception ,"Uttam Nagar East, Delhi",7 people booked this hotel in last 6 hours,Delhi
OYO 89792 Luv Inn,482.0,2593.0,4.1707070707070715,81.0,19.0, AC ,"Phase 2 Sector 91 Faridabad Near Daru Ka Theka Durga Builders 121013, Delhi",,Delhi
OYO Flagship 701887 Sk Residency Rohini,599.0,2192.0,4.1,72.0,42.0, Free Wi-Fi ,"Mange ram park extension Sector 23, Delhi",,Delhi
Collection O 70651 Kashyap Residency,654.0,1869.0,4.1707070707070715,65.0,117.0, Parking facility ,"Near Dayal Market, Alipur, Delhi",,Delhi
SPOT ON 92651 Hotel S S Guest House,681.0,1945.0,4.1707070707070715,64.0,5.0, Reception ,"West Delhi, Delhi","Hurry, Only 1 room left!",Delhi
Collection O 702093 Hotel Residency,599.0,2529.0,4.1707070707070715,76.0,560.0817717206132, Elevator ,"Pochanpur colony, Delhi",,Delhi
OYO Townhouse 99 Rudra Inn,986.0,2561.0,4.1707070707070715,61.0,3378.0, Free Wi-Fi ,"Chattarpur Delhi, Delhi",All staff vaccinated with 1st dose,Delhi
OYO Townhouse 1107 Hotel Aerosky Grand,931.0,2661.0,4.1707070707070715,65.0,248.0, Parking facility ,"Dwarka, Delhi",8 people booked this hotel in last 6 hours,Delhi
OYO 84544 Dreams Homes,625.0,2232.0,4.1707070707070715,72.0,84.0, Hair Dryer ,"Pillar No.718, Delhi",,Delhi
OYO Townhouse 607 Paschim Vihar,993.0,3994.0,4.1707070707070715,75.0,951.0, Doctor on call ,"B-18 Shubham Enclave Paschim Vihar New Delhi, Delhi",All staff vaccinated with 1st dose,Delhi
Capital O 85742 Hotel Downtown,706.0,2744.0,4.1707070707070715,74.0,7.0, Parking facility ,"Near Vasant Kunj Bypass, Delhi",,Delhi
OYO 73333 Hotel Ramji 7 Grand,628.0,2242.0,4.1707070707070715,71.0,243.0, Mini Bar ,"Near Rajni Gupta Hospital, Krishan Vihar, Delhi",6 people booked this hotel in last 6 hours,Delhi
Collection O 9570 Pulse Impulse Bnb,1347.0,4811.0,4.3,72.0,883.0, Parking facility ,"Near Gurudwara, NFC, Delhi",All staff vaccinated with 1st dose,Delhi
OYO 79394 Grand Palace 2,650.0,2576.0,4.1707070707070715,74.0,3.0, Parking facility ,"North Delhi, Delhi",,Delhi
Collection O 76623 Pushpanjali Residency,778.0,2222.0,4.1707070707070715,64.0,1.0, Elevator ," F-618/19, Ramphal Chowk, Sector 7 Dwarka, Near Anytime fitness Gym",,Delhi
OYO Townhouse 610 Derawal Nagar,3414.0,9754.0,4.1707070707070715,65.0,2729.0, Private entrance ,"Near Vinayak Hoptiat, Gujranwala Town, Delhi",All staff vaccinated with 1st dose,Delhi
Flagship 77310 Sec 7 Rohini,735.0,2624.0,4.1707070707070715,71.0,3018.0, Free Wi-Fi ,"near bank of Baroda, Delhi",All staff vaccinated with 1st dose,Delhi
"OYO 90686 Dream Residency, Shiv Vihar, Sector 28 Rohini",694.0,1984.0,4.1707070707070715,65.0,83.0, Free Wi-Fi ,"Sector 28 Rohini, Delhi",,Delhi
OYO 75218 Hotel Mayur Plaza,598.0,1709.0,4.1707070707070715,65.0,421.0, Reception ,"10088, Delhi",All staff vaccinated with 1st dose,Delhi
OYO 84730 Z-heart,645.0,2576.0,4.1707070707070715,74.0,29.0, Elevator ,"D-28 Vishwakarma Colony Pul Delhi, Delhi",,Delhi
Collection O 701378 Hotel The Flash,664.0,2371.0,4.2,71.0,121.0, Elevator ,"Bikaner sweets rohini sector 16, Near by global opticals",6 people booked this hotel in last 6 hours,Delhi
OYO Flagship 703058 Hotel Dg Dwarka Mor,712.0,2544.0,4.1707070707070715,72.0,560.0817717206132, Geyser ,"110078, Delhi",,Delhi
OYO 80289 Hotel Neha Inn,1199.0,5292.0,4.1707070707070715,77.0,64.0, Doctor on call ,"Paharganj, Delhi",All staff vaccinated with 1st dose,Delhi
Collection O 79029 Jannat Residency,949.0,9008.0,4.4,89.0,111.0, Reception ,"Nangloi, Delhi",,Delhi
Flagship 700811 Hotel Prime Plaza,625.0,2232.0,4.1707070707070715,72.0,21.0, Elevator ,"Chand Nagar, Delhi",,Delhi
Flagship 74192 Vishwakarma Palace,745.0,1934.0,4.1707070707070715,61.0,1790.0, Reception ,"Near Vishwakarma Gurudwara, Rohini, Delhi",All staff vaccinated with 1st dose,Delhi
OYO 18831 Florence Residency,1151.0,4109.0,4.0,71.0,748.0, Free Wi-Fi ,"Near Rohini east metro, Sector 8, Delhi","Hurry, Only 1 room left!",Delhi
OYO 90151 Relax Inn Plaza,699.0,2942.0,4.1707070707070715,76.0,30.0, Parking facility ,"South Delhi, Delhi",,Delhi
OYO Townhouse 372 The Chaitanya'S,809.0,2312.0,4.1707070707070715,65.0,801.0, AC ,"Sector 18 Rohini New Delhi, Delhi",Erratic check-in experience,Delhi
Capital O 93199 Hotel Dream Palace,781.0,2232.0,4.1707070707070715,65.0,44.0, Parking facility ,"C Lal Kaun Near By Vishal Mega Mart, Delhi",,Delhi
Townhouse 1142 Good Vibes Residency ,928.0,2947.0,4.4,68.0,67.0, Elevator ,"SBI Bank street, Delhi","Hurry, Only 1 room left!",Delhi
Collection O 77161 Shalimar Bagh,957.0,3418.0,4.1707070707070715,72.0,2643.0, Free Wi-Fi ,"Shalimar Village, Delhi",14 people booked this hotel in last 6 hours,Delhi
Flagship 701563 The Sky Residency,556.0,1984.0,4.1707070707070715,71.0,560.0817717206132, Elevator ,"Param Puri, Delhi",8 people booked this hotel today,Delhi
OYO 75463 Jkm Palace,594.0,1698.0,4.1707070707070715,65.0,1467.0, Private entrance ,"Near Jasola Metro station, Jasaula, Delhi",All staff vaccinated with 1st dose,Delhi
Collection O 76462 Pulpehladpur,694.0,1984.0,4.1707070707070715,65.0,76.0, Private entrance ,"GK COMPLEX, near Surajkund Road, lalkuan, BADARPUR FARIDABAD ROAD, Delhi",All staff vaccinated with 1st dose,Delhi
Flagship 85851 Bharat Stay,654.0,1869.0,4.1,65.0,198.0, Reception ,"New Delhi, Delhi",6 people booked this hotel in last 6 hours,Delhi
Capital O 84876 Hotel Ganesha,899.0,2994.0,4.1707070707070715,69.0,3.0, Parking facility ,"""Mata chowk, vasant kunj road near maruti showroom""",,Delhi
OYO 700148 Hotel Delight Stay,599.0,2232.0,4.1707070707070715,73.0,45.0, Parking facility ,"New Delhi, Delhi",,Delhi
Collection O 76976 Jps Grand Hotel,727.0,2845.0,4.1707070707070715,74.0,340.0, Reception ,"B2/314,Old Palam Road, Near Dwarka Mor Metro Station, Delhi",All staff vaccinated with 1st dose,Delhi
OYO 76720 Tia Brothers Happy Stay,1338.0,3474.0,4.0,61.0,340.0, Reception ,"Near Saket Hospital, Delhi","Hurry, Only 1 room left!",Delhi
CAPITAL O 10824 Hotel STAR INN,2223.0,7939.0,4.1707070707070715,72.0,890.0, Parking facility ,"Near Aggrawal Dharamshal Chattarpur, Chattapur, Delhi",All staff vaccinated with 1st dose,Delhi
Capital O 90452 Qotel Peeragarhi,1404.0,4012.0,4.1707070707070715,65.0,963.0, Parking facility ,"Near to Peeragarhi Metro Station, Paschim Vihar ",11 people booked this hotel in last 6 hours,Delhi
Collection O 74065 Nk Residency Kalkaji,1094.0,3907.0,4.2,72.0,2157.0, AC ,"Near Kalkaji Extension, Kalkaji, Delhi",6 people booked this hotel in last 6 hours,Delhi
Flagship 86155 Sp Residency,661.0,1888.0,4.1707070707070715,64.0,36.0, Caretaker ,Near MCD DISPENSARY MADANPUR KHADAR,,Delhi
Capital O 86072 Holiday Home,4433.0,12665.0,4.1707070707070715,65.0,11.0, Reception ,"New Delhi, Delhi",,Delhi
OYO 86477 Z-heart,645.0,2576.0,4.1707070707070715,74.0,25.0, Elevator ,"New Delhi, Delhi",,Delhi
OYO 93417 Niketan Guest House,851.0,2432.0,4.1707070707070715,65.0,7.0, AC ,GT ROAD KUNDLI PAIUE MANYARI Peer vali gali 131028,,Delhi
POP 89904 Hotel Relax Inn,632.0,1805.0,4.1707070707070715,64.0,355.0, Elevator ,"New Delhi, Delhi",,Delhi
Flagship 77719 Gour Plaza,672.0,2398.0,4.1707070707070715,71.0,2841.0, Doctor on call ,"Govindpuri Near By Hanuman Mandir, Delhi",14 people booked this hotel today,Delhi
OYO 93550 Season''s Grand,1032.0,2948.0,4.1707070707070715,64.0,15.0, Elevator ,"Near Pitampura Metro Station, Delhi",8 people booked this hotel in last 6 hours,Delhi
Capital O 84168 Hotel Swan Suits,598.0,3069.0,4.1707070707070715,80.0,168.0, Reception ,"Plot No. 407, Mahipalpur, A Block, Gali Number 4, New Delhi, Delhi 110037",8 people booked this hotel today,Delhi
OYO 75287 Pubg Residency,891.0,2545.0,4.1707070707070715,64.0,557.0, Extra Mattress Possible ,"Near Reliance Fresh, Mayur Vihar Phase 1, Delhi",Erratic check-in experience,Delhi
OYO Flagship 79655 KAILASH INN,949.0,3201.0,4.1707070707070715,70.0,61.0, Parking facility ,"EAST OF KAILASH, Delhi",,Delhi
OYO 86607 Hotel Mayur,967.0,2764.0,4.1707070707070715,65.0,434.0, Hair Dryer ,"Azadpur, Delhi",9 people booked this hotel in last 6 hours,Delhi
Flagship 700508 Hotel Blue Olive,775.0,2215.0,4.3,65.0,41.0, Free Wi-Fi ,"Rz A 124, Palam - Dabri Marg, Durgapuri & Dwarkapuri, Vaishali Colony, Delhi, India",,Delhi
OYO Townhouse 653 La Sky,1173.0,3468.0,4.1707070707070715,66.0,890.0, Reception ,"Near Shani Mandir East Delhi, Delhi",Erratic check-in experience,Delhi
OYO Flagship 75276 Deepak Palace,523.0,1867.0,4.1707070707070715,71.0,8.0, Elevator ,"Delhi, Delhi",10 people booked this hotel today,Delhi
OYO 62177 Lovely Inn,599.0,2735.0,4.1707070707070715,78.0,364.0, AC ,"Near Metro Station, Ashok Nagar, Delhi",2 people booked this hotel in last 30 mins,Delhi
Flagship 701473 Kashyap Residency 4,578.0,2065.0,4.1707070707070715,72.0,17.0, Free Wi-Fi ,"Opposite Swami Shradhanand College, Delhi","Hurry, Only 1 room left!",Delhi
Collection O 700348 Dayz Inn Deluxe,772.0,2205.0,4.1707070707070715,64.0,70.0, Free Wi-Fi ,"B Block Lawrence Road Industrial Area Near Keshavpuram Fire Station Delhi 110035, Delhi",14 people booked this hotel today,Delhi
Flagship 76903 Rs Hotels,807.0,2364.0,4.1707070707070715,65.0,357.0, Private entrance ,"Shiva Market, Delhi",All staff vaccinated with 1st dose,Delhi
OYO Flagship 702639 Chaudhary Palace,938.0,3348.0,4.1707070707070715,71.0,560.0817717206132, Free Wi-Fi ,"Garhi Delhi DelhiIndia110065, Delhi",8 people booked this hotel today,Delhi
OYO Townhouse 886 Gold Rooms,731.0,2089.0,4.1707070707070715,65.0,605.0, Doctor on call ,"Dwarka Tehsil, Delhi",1k+ people booked this OYO in last 6 months,Delhi
Flagship 93346 New Mayur Palace,599.0,2464.0,4.1707070707070715,75.0,11.0, Free Wi-Fi ,"Near Railway Line Underpass, Delhi",,Delhi
OYO Flagship 7844 Hotel Welcome Plaza,966.0,3451.0,4.1707070707070715,72.0,19.0, Doctor on call ,"Near Karol Bagh, WEA, Delhi","Hurry, Only 1 room left!",Delhi
Capital O 88282 Hotel Qotel North,721.0,2744.0,4.1707070707070715,73.0,238.0, Reception ,"delhi, Delhi",,Delhi
Capital O 88560 The Vegas,682.0,1948.0,4.1707070707070715,64.0,190.0, Elevator ,"G.39 Ramphal Chwok Dwarka Sec.7, Delhi",,Delhi
Capital O 466 Hotel Lotus B&b,870.0,3105.0,4.1707070707070715,71.0,239.0, Free Wi-Fi ,"Near CR Park Market 1, Pamposh Enclave, Delhi",7 people booked this hotel in last 6 hours,Delhi
Flagship 701056 Hotel Metro Star,634.0,2264.0,4.1707070707070715,72.0,33.0, Elevator ,"India - , Delhi",9 people booked this hotel today,Delhi
