Hotels,Prices,Total_Price,Ratings,Booking_Discounts(%),Reviews,Facilities,Address,Informations,City_Name
OYO Flagship 701050 Hotel Pulick Awadh,599.0,2261.0,4.187999999999998,73.0,656.7897727272727, Free Wi-Fi ,"Near Scooter India Chauraha, Lucknow",,Lucknow
OYO Townhouse 418 Rama Inn.,1546.0,5522.0,4.0,72.0,1763.0, Parking facility ,Near by Polytechnic Indira Nagar Sector 8,All staff vaccinated with 1st dose,Lucknow
OYO Home 86125 Matra Hotel,570.0,2137.0,4.3,73.0,82.0, Free Wi-Fi ,"Plot No 26 Saidpur Jageer Jankipuram Extension Near Krishna Traders, Lucknow",,Lucknow
Flagship 70748 The Velvet Chinhat Tiraha,488.0,2376.0,4.187999999999998,79.0,1526.0, Hair Dryer ,"Near Chinhat Tiraha, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO Flagship 77242 Radhey Krishna Bhawan,499.0,2664.0,4.0,81.0,914.0, Hair Dryer ,"Saraswati puram near convention center Raebareli road SGPI, Lucknow",All staff vaccinated with 1st dose,Lucknow
Flagship 73946 Hotel Yash Takrohi Rd,457.0,2559.0,4.0,82.0,200.0, Private entrance ,"Near Ambedkar Chauraha, Indra Nagar, Lucknow",,Lucknow
OYO Flagship 702209 Hotel Sarovar Inn,797.0,2845.0,4.4,71.0,31.0, Free Wi-Fi ,"Sector 12 Vikas Nagar, Lucknow",,Lucknow
POP 700796 Metro Inn By Hotel Janki,743.0,2288.0,4.187999999999998,67.0,656.7897727272727, Free Wi-Fi ,"Shankar Puri, Lucknow",,Lucknow
Capital O 76578 Aviraj Inn,822.0,2937.0,4.3,72.0,1437.0, Parking facility ,"Ganeshpur Rahmanpur, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO 81055 The Best Hotel,831.0,2375.0,4.4,65.0,553.0, Doctor on call ,"The Best Hotel, Pandariba, above post office Charbagh, Lucknow",All staff vaccinated with 1st dose,Lucknow
Flagship 19120 The Sara Grand,599.0,2777.0,4.187999999999998,78.0,651.0, Free Wi-Fi ,"Near Chotelal Nursery, Vishesh khand, Lucknow",18 people booked this hotel today,Lucknow
Capital O 18375 Jd Palace,549.0,2589.0,4.187999999999998,78.0,357.0, Parking facility ,"Chinhat, Gomti Nagar, Lucknow",8 people booked this hotel in last 6 hours,Lucknow
Capital O 75367 Hotel Orenda,1532.0,4377.0,4.187999999999998,65.0,1072.0, Parking facility ,"Near Sahara, Gomti Nagar, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO 92361 Grand Pearl Hotel & Banquet,462.0,1581.0,4.3,70.0,68.0, Elevator ,"Near S.m Hospital Muttakipur, Lucknow",,Lucknow
OYO Townhouse 913 Ekana Grand,1053.0,3009.0,4.3,65.0,1879.0, Reception ,"Gomti Nagar Extension Near Ekana Cricket Stadium, Lucknow",17 people booked this hotel today,Lucknow
Capital O 88691 Phenix Elite,540.0,1927.0,4.187999999999998,71.0,198.0, Doctor on call ,"Shaisheweer Mandir, Lucknow",,Lucknow
OYO 93022 Krishna Stay In,490.0,1399.0,4.1,64.0,51.0, Elevator ,"Kh No 186 Semra Chinahat, Lucknow",,Lucknow
OYO 22662 Hotel Shivam,526.0,1879.0,4.187999999999998,72.0,1522.0, Reception ,"Charbagh, Lucknow",All staff vaccinated with 1st dose,Lucknow
Collection O 87450 Hotel Olivia In,536.0,2379.0,4.187999999999998,77.0,112.0, Doctor on call ,"Sadar, Lucknow",,Lucknow
OYO 62014 Hotel New Geetanjali,664.0,1898.0,4.187999999999998,65.0,915.0, Parking facility ,"Raniganj Chauraha, Near Charbagh Railway Station & Bus Stand, Lucknow.",All staff vaccinated with 1st dose,Lucknow
SPOT ON 75469 Rakesh Villa,382.0,1790.0,4.187999999999998,78.0,206.0, AC ,"Pancham Khera Haibat Mau Ibrahim Pur Ward, Lucknow",,Lucknow
Flagship 91259 Hotel Friendship Inn,599.0,1869.0,4.0,67.0,72.0, Free Wi-Fi ,"Plot no-4, B.R dubey enclave , dhawa mod ,deva road ,lucknow",,Lucknow
OYO Townhouse 76476 Jashn,1418.0,5065.0,4.4,72.0,3073.0, Doctor on call ,"Chinhat, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO 76256 Trimurti Palace,499.0,2597.0,4.187999999999998,80.0,1345.0, Free Wi-Fi ,House no 4/163 Vivek khand 4 Gomti nagar  ,1k+ people booked this OYO in last 6 months,Lucknow
Collection O 90550 Kdr Inn,524.0,1869.0,4.187999999999998,71.0,203.0, Parking facility ,"Gomti Nagar, Lucknow",600+ people booked this OYO in last 6 months,Lucknow
Flagship 77835 Hotel Maa Arya,540.0,1927.0,4.187999999999998,71.0,659.0, Private entrance ,"Chota Gurudwara, Lucknow",All staff vaccinated with 1st dose,Lucknow
SPOT ON 76168 Ganpati Palace,399.0,1454.0,4.187999999999998,72.0,956.0, Parking facility ,"Chinhat, Lucknow",All staff vaccinated with 1st dose,Lucknow
Flagship 75575 Krishna Regency,684.0,1954.0,4.187999999999998,64.0,977.0, Private entrance ,"Near PGI Bijnaur, Lucknow.",All staff vaccinated with 1st dose,Lucknow
POP 92284 Hotel Prisha Inn,599.0,2527.0,4.0,76.0,60.0, Parking facility ,"Lucknow., Lucknow",,Lucknow
Collection O 701863 Gaytri Palace And Resorts,653.0,2331.0,4.187999999999998,71.0,656.7897727272727, Free Wi-Fi ,"Vinay Khand 1, Lucknow",,Lucknow
Townhouse 1157 Hotel Relax Inn,599.0,2198.0,4.187999999999998,72.0,656.7897727272727, Geyser ,"Gomti Nagar, Lucknow",,Lucknow
SPOT ON 701540 Dream In Hotel,498.0,1777.0,4.187999999999998,71.0,656.7897727272727, Free Wi-Fi ,"Mo.raipur iim road neart r.k.grand hotel, Lucknow",,Lucknow
OYO 63611 Rajeshwari Marriage Lawn,563.0,2011.0,4.187999999999998,72.0,239.0, Reception ,"Near Prabhat Chauraha, Jankipuram, Lucknow",,Lucknow
OYO Townhouse 973 Jalsa Resort,832.0,3493.0,4.3,76.0,818.0, Parking facility ,"Near Khurdahi Bazar, Sultanpur Road, Lucknow",6 people booked this hotel in last 6 hours,Lucknow
SPOT ON 88978 Rukamadi Lawn,499.0,2797.0,4.187999999999998,82.0,18.0, Free Wi-Fi ,"Rvw, Lucknow",,Lucknow
Flagship 76340 Hotel Pr Palace,656.0,2664.0,4.187999999999998,75.0,121.0, Parking facility ,"Near Husainganj Chauraha, Guru Gobind Singh Marg, Lucknow",All staff vaccinated with 1st dose,Lucknow
Flagship 83411 Hotel Lakhnavi Inn,666.0,2379.0,4.2,72.0,114.0, Doctor on call ,Amity University gate no3   STP Road nearly arvind academy malhaur Lucknow,,Lucknow
OYO 86145 Ashoka Complex,620.0,2361.0,4.187999999999998,73.0,103.0, Free Wi-Fi ,"Mohan road, Near Shakuntala Devi-University, Lucknow",,Lucknow
Flagship 92315 Khushboo International Hotel,599.0,1984.0,4.187999999999998,69.0,142.0, Parking facility ,"Vrindavan, Lucknow",,Lucknow
OYO Townhouse 1023 Sun Shine Inn,799.0,4181.0,4.2,80.0,469.0, Doctor on call ,"Sarojini Nagar, Lucknow, Uttar Pradesh",900+ people booked this OYO in last 6 months,Lucknow
SPOT ON 63000 Hotel S.s. Plaza,455.0,1889.0,4.187999999999998,75.0,93.0, Reception ,"Near Gauri Bazar, Sarojini Nagar, Lucknow",,Lucknow
SPOT ON 62933 Jaiswal Guest House,549.0,1569.0,4.187999999999998,65.0,272.0, AC ,"Near Sahara India Tower, Aliganj, Lucknow",700+ people booked this OYO in last 6 months,Lucknow
OYO 701039 Hotel Nilansh,599.0,2877.0,4.187999999999998,79.0,30.0, Elevator ,"Pin Code, Lucknow",,Lucknow
OYO SilverKey 74219 Guest House,548.0,1958.0,4.187999999999998,72.0,520.0, Living Room ,"Sector 7, Vrindavan Colony, Lucknow",9 people booked this hotel today,Lucknow
Flagship 701144 Vaibhav Inn,638.0,2279.0,4.3,72.0,46.0, Free Wi-Fi ,"64 A Him City Khachapur Matiyari Chinnhat Lucknow, Lucknow",,Lucknow
OYO Townhouse 1032 The Silver,640.0,2284.0,4.187999999999998,71.0,71.0, Reception ,"Sadar, Lucknow",,Lucknow
Collection O Hotel Impact,1516.0,5412.0,4.187999999999998,71.0,11.0, Free Wi-Fi ,"Vibhav Khand, Lucknow",,Lucknow
Flagship 92701 Mauryans Inn,515.0,1632.0,4.187999999999998,68.0,58.0, AC ,"NEAR HIGH COURT, INDIRA NAGAR, LUCKNOW",,Lucknow
Collection O 89943 Affection Inn Two Zero,581.0,3409.0,4.187999999999998,82.0,26.0, Reception ,"Indira Nagar, Lucknow",,Lucknow
OYO 84120 Hotel R S Gold Night,516.0,1841.0,4.187999999999998,71.0,123.0, Reception ,"Chatameel Petrol Pump Near Changa Market Sarriya Rod, Lucknow",,Lucknow
OYO Flagship 703391 Hotel Sun Inn,549.0,1935.0,4.187999999999998,71.0,656.7897727272727, Elevator ,"Choti Gurudwara, Lucknow",,Lucknow
OYO 46214 Vgs,529.0,1818.0,4.187999999999998,70.0,216.0, Private entrance ,"Near BBD University, behind four season lawn, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO HOME 702340 Hotel Palassio Inn,617.0,2204.0,4.187999999999998,72.0,656.7897727272727, Elevator ,"Krishna Nagar Lucknow, Lucknow",,Lucknow
Townhouse 1160 P.s.Palace ,599.0,3969.0,4.187999999999998,84.0,656.7897727272727, Elevator ,"Sarojini Nagar near Chauhan Palace, Lucknow",,Lucknow
OYO 23206 Hotel Sky View,1182.0,4222.0,4.2,72.0,1221.0, Parking facility ,"Near Uthrethya Junction, Uteratia, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO 76231 Dev Inn,599.0,1869.0,4.187999999999998,67.0,276.0, Free Wi-Fi ,"Sadar, Lucknow",,Lucknow
OYO 75832 Royal Inn,664.0,1898.0,4.187999999999998,65.0,171.0, Doctor on call ,"Ashiyana, Lucknow",,Lucknow
OYO Flagship 703049 Hotel Park Avenue,599.0,2449.0,4.187999999999998,75.0,656.7897727272727, Geyser ,"Charbaghnull, Lucknow",,Lucknow
OYO 73043 Alpha Inn,516.0,1841.0,4.187999999999998,71.0,61.0, Free Wi-Fi ,"Near Integral University, Village Dasauli, Lucknow",,Lucknow
OYO Flagship 701981 The Cz Inn,558.0,1991.0,4.187999999999998,71.0,656.7897727272727, Free Wi-Fi ,"Mohanlalganj, Lucknow",8 people booked this hotel today,Lucknow
OYO 68040 Hotel Aastha,899.0,2319.0,4.3,61.0,1257.0, Reception ,"Near Transport Nagar Metro Station, Labour Chowk, Lucknow","Hurry, Only 1 room left!",Lucknow
OYO Flagship 702003 Dream Stay Hotel,637.0,2274.0,4.187999999999998,71.0,656.7897727272727, Free Wi-Fi ,Jankipuram Lucknow,,Lucknow
OYO 89563 Karma Inn,599.0,2461.0,4.187999999999998,75.0,11.0, Free Wi-Fi ,"Anora Kala, Lucknow",,Lucknow
OYO 86824 Hotel Shriyam Shree,549.0,1898.0,4.187999999999998,71.0,66.0, Doctor on call ,"Sitapur Road Chathameel New Tiwaripuram Tiwaripur Road Lucknow, Lucknow",,Lucknow
Capital O 85097 Hotel Kpr Inn,674.0,1927.0,4.187999999999998,65.0,323.0, Doctor on call ,"2/298 Vivek Khand Gomti Nagar Lucknow, Lucknow",,Lucknow
OYO Flagship 701961 Hotel Tirupati,617.0,2204.0,4.187999999999998,72.0,656.7897727272727, Free Wi-Fi ,"near Tirupati Balaji Temple kanpur road., Lucknow",,Lucknow
OYO 75844 Hotel Urmila Sadan,584.0,2319.0,4.187999999999998,74.0,84.0, Free Wi-Fi ,"Near Rail vihar colony , Malhour, Lucknow",,Lucknow
OYO Home 77778 Bbb Guest House,524.0,1869.0,4.1,71.0,191.0, Free Wi-Fi ,"Vineet Khand Gomti Nagar Lucknow ( Next To Central Bank Of India Gomti Nagar), Lucknow",All staff vaccinated with 1st dose,Lucknow
SPOT ON 66546 Hotel Snow White,497.0,1421.0,4.0,65.0,382.0, Reception ,"Near Hussainganj Kotwali, Canal Colony, Lucknow",,Lucknow
OYO 703171 Fauji Hotel & Lawn,681.0,2432.0,4.187999999999998,72.0,656.7897727272727, Geyser ,"Village-digui near RR institute Bkt lucknow, Lucknow",,Lucknow
OYO 8074 Hotel G 9,540.0,1929.0,4.187999999999998,72.0,209.0, Free Wi-Fi ,"Near Burlington Chauraha, Aminabad, Lucknow",,Lucknow
OYO 86040 Ss Palace,664.0,1898.0,4.187999999999998,65.0,83.0, Parking facility ,"India, Lucknow",,Lucknow
SPOT ON 69082 Indra Palace,529.0,1512.0,4.187999999999998,65.0,157.0, TV ,"Near SGPGI, Ekta Nagar, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO Flagship 702171 Visitor Guest House,617.0,2204.0,4.187999999999998,72.0,656.7897727272727, Free Wi-Fi ,"Lucknow, Lucknow",,Lucknow
OYO Flagship 702325 Hotel Sai Inn,657.0,2345.0,4.187999999999998,71.0,656.7897727272727, Elevator ,"Lucknow. 227150, Lucknow",,Lucknow
Collection O 75530 Sr Inn,674.0,1927.0,4.187999999999998,65.0,471.0, Parking facility ,"Gomti Nagar Extension, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO 29134 Virasat Guest House,1038.0,3708.0,4.0,72.0,741.0, Parking facility ,"Gomti Nagar, Lucknow",All staff vaccinated with 1st dose,Lucknow
Flagship 700767 Hotel Venus Inn,599.0,2232.0,4.187999999999998,73.0,656.7897727272727, Free Wi-Fi ,"Near Sapna Sweets, Lucknow",,Lucknow
SPOT ON 700979 Jwala Lodge,638.0,1822.0,4.187999999999998,64.0,10.0, Free Wi-Fi ,"Hussainganj, Lucknow",,Lucknow
OYO Flagship 702640 Amity Inn,516.0,1844.0,4.187999999999998,72.0,656.7897727272727, Free Wi-Fi ,"Gomti Nagar, Lucknow",,Lucknow
Townhouse 1156 Hotel Grey Leaves ,616.0,2198.0,4.187999999999998,71.0,656.7897727272727, Elevator ,"Ashiyana Road, Lucknow",,Lucknow
OYO 700890 Ram Krishna Palace,599.0,2239.0,4.187999999999998,73.0,22.0, Free Wi-Fi ,"Viraj Khand, Lucknow",,Lucknow
SPOT ON 65416 Hotel Classic,512.0,1827.0,4.187999999999998,71.0,577.0, King Sized Bed ,"gb marg bans mandi chauraha charbagh lucknow, Lucknow","Hurry, Only 1 room left!",Lucknow
OYO 82797 Suman Palace,637.0,1821.0,4.187999999999998,65.0,90.0, Free Wi-Fi ,"Haibat Mau Mawaiya, Lucknow",,Lucknow
Flagship 93456 Hotel Kps Inn,586.0,1674.0,4.187999999999998,64.0,17.0, Parking facility ,"Matiyari Gaon Road, Lucknow",,Lucknow
OYO Flagship 703204 Hotel Quirk,599.0,1935.0,4.187999999999998,69.0,656.7897727272727, Geyser ,"Gomtinagar, Lucknow",,Lucknow
Flagship 91780 Hotel Blue Heaven,571.0,1632.0,4.187999999999998,65.0,27.0, Free Wi-Fi ,"Maa Chandrika Devi Road, Nearby GCRG College ,Bakshi Ka Talab,Lucknow",,Lucknow
Collection O 67986 Pratik Inn,639.0,1805.0,4.187999999999998,64.0,782.0, Private entrance ,"Kathauta Chauraha,  1/187 Vinamra Khand, Gomti Nagar , Lucknow",7 people booked this hotel in last 6 hours,Lucknow
Flagship 61199 Shree Ji Guest Inn,791.0,2493.0,4.187999999999998,68.0,311.0, Hair Dryer ,"Near Malhaur Railway station, Gomti Nagar, Lucknow",All staff vaccinated with 1st dose,Lucknow
Collection O 90573 Hotel Kalawati Palace,654.0,1869.0,4.187999999999998,65.0,44.0, Parking facility ,"7wj, Lucknow",,Lucknow
Collection O 74053 One8 Wave Mall,1275.0,4552.0,4.3,71.0,1390.0, Free Wi-Fi ,"Near Shalimar Tower, Gomti Nagar, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO 84558 Delight Inn,646.0,2361.0,4.187999999999998,72.0,7.0, Reception ,"3/176 Vikrant Khand Gomti Nagar, Lucknow",,Lucknow
Collection O 86163 Hotel Ga Residency,674.0,1927.0,4.187999999999998,65.0,392.0, Doctor on call ,"Vistar Lucknow, Lucknow",600+ people booked this OYO in last 6 months,Lucknow
Capital O 89519 Upwan Inn,654.0,1869.0,4.187999999999998,65.0,37.0, Doctor on call ,"Kanpur Road, Lucknow",,Lucknow
OYO 77606 Deep Inn,664.0,1898.0,4.187999999999998,65.0,110.0, Doctor on call ,"Faizabad Road, Lucknow",All staff vaccinated with 1st dose,Lucknow
Townhouse 1150 Hotel Dayal Palace,1173.0,4188.0,4.2,71.0,32.0, Free Wi-Fi ,"Near BBD College Faizabad Road Lucknow Uttar Pradesh , Lucknow",,Lucknow
OYO Home 91033 Home Stays,591.0,1688.0,4.187999999999998,64.0,26.0, Free Wi-Fi ,"Jankipuram, Lucknow",,Lucknow
OYO Flagship 79937 Mallapur Guest House And Marriage Lawn,675.0,1929.0,4.187999999999998,65.0,89.0, Doctor on call ,"India, Lucknow",,Lucknow
Collection O 701724 Shivanya Hotel,616.0,2201.0,4.187999999999998,72.0,13.0, Elevator ,"Ashraf Vihar Colony Lucknow Uttar Pradesh India , Lucknow",,Lucknow
Flagship 5011 Hotel De Park Inn,571.0,1631.0,4.187999999999998,64.0,26.0, Parking facility ,"Viraj khand road, vigyan khand , Lucknow",,Lucknow
OYO 76931 Ayansh Residency,649.0,2319.0,4.187999999999998,72.0,157.0, Reception ,"Gomtinagar, Lucknow",All staff vaccinated with 1st dose,Lucknow
SPOT ON 64970 White house,498.0,1777.0,4.187999999999998,71.0,8.0, TV ,"Near Alambagh Metro Station, Alambagh, Lucknow",,Lucknow
OYO 81052 Shiv Palace,571.0,2478.0,4.187999999999998,76.0,72.0, Parking facility ,"Sgpgi, Lucknow",,Lucknow
OYO Flagship 701923 Hotel Victory,651.0,2325.0,4.187999999999998,72.0,23.0, AC ,opposite FI hospital near burlington crossing Lucknow,,Lucknow
OYO Townhouse 386 The Shubham,1295.0,4624.0,4.187999999999998,71.0,689.0, Parking facility ,"Ashiyana, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO 702015 Hotel Golden Night,703.0,2511.0,4.187999999999998,72.0,656.7897727272727, Free Wi-Fi ,"Rkbk cng petrol pump bkt lko bakshi ka talab, Lucknow",,Lucknow
SPOT ON 81541 Jr Hotel,529.0,1512.0,4.187999999999998,65.0,285.0, Reception ,IIM road opp. Urdu Farsi university near HP petrol pump Lucknow 226013,,Lucknow
Collection O 83627 Yamuna Palace,1126.0,4019.0,4.1,71.0,1059.0, Reception ,"226016, Lucknow","Hurry, Only 1 room left!",Lucknow
OYO 69429 Hotel Vimal Residency,715.0,2554.0,4.187999999999998,72.0,531.0, Parking facility ,"Near Madhav Market, Charbagh, Lucknow",All staff vaccinated with 1st dose,Lucknow
SPOT ON 703117 Mishra Bhawan,720.0,2569.0,4.187999999999998,71.0,656.7897727272727, Geyser ,"NEAR GOLU CHAURAHA, Lucknow",,Lucknow
OYO Flagship 60739 Vedanta Rass Residency,771.0,2391.0,4.187999999999998,67.0,15.0, Reception ,"Near Medanta Hospital, Shaheed Path, Lucknow",All staff vaccinated with 1st dose,Lucknow
Collection O 74687 Insight Inn,815.0,2909.0,4.187999999999998,71.0,1621.0, Parking facility ,"Vibhuti Khand, Gomti Nagar, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO 67560 Shree Karuna,1090.0,3114.0,4.187999999999998,65.0,347.0, Private entrance ,"Near RTO Office, Transport Nagar, Lucknow",All staff vaccinated with 1st dose,Lucknow
POP 701029 Hotel Dream Town,781.0,2232.0,4.187999999999998,65.0,656.7897727272727, Elevator ,"Chattamil Raitha Road Near Hanuman Mandir ( Behind Pragti Mart), Lucknow",,Lucknow
OYO 9321 Hotel Krishna,825.0,2947.0,4.187999999999998,72.0,579.0, Free Wi-Fi ,"Near Singapore Mall, Gomti Nagar, Lucknow",1k+ people booked this OYO in last 6 months,Lucknow
OYO Townhouse 423 Amaraa Hotel,1007.0,3595.0,4.2,71.0,1364.0, Parking facility ,"Uttar Pradesh 226010.near Ssb Apartment On Shaheedpath, Lucknow",8 people booked this hotel today,Lucknow
Flagship 93245 Radhey Shyam Inn,791.0,2261.0,4.187999999999998,65.0,147.0, Free Wi-Fi ,"Udaiganj Near Burlington Chouraha Cantonment Road Lucknow Pin, Lucknow",,Lucknow
OYO 70294 Hotel Chandra,592.0,2050.0,4.187999999999998,71.0,28.0, Parking facility ,"Near Bala PCO,Tehsil Rd, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO 87826 Hotel Clarke Inn,786.0,2361.0,4.187999999999998,66.0,383.0, Reception ,"Near Tempo Stand, Lucknow",1k+ people booked this OYO in last 6 months,Lucknow
POP 702674 Hotel Avadh,715.0,2042.0,4.187999999999998,64.0,656.7897727272727, Free Wi-Fi ,"Arya Nagar, Lucknow",,Lucknow
Flagship 74624 As Palace,865.0,2814.0,4.187999999999998,69.0,5.0, AC ," 5/368 Viraj Khand, Gomti Nagar, Near AMITY School Lucknow",,Lucknow
Flagship 81559 Hotel Diamond Inn,707.0,2422.0,4.187999999999998,70.0,98.0, Reception ,"India, Lucknow",,Lucknow
OYO 29308 Virasat Shaheed Path Inn,973.0,2781.0,4.187999999999998,65.0,456.0, Parking facility ,"6C/894, Sector 6, Gomti Nagar, Lucknow, Lucknow",All staff vaccinated with 1st dose,Lucknow
Collection O 83588 Golden Galaxy Inn,892.0,2549.0,4.2,65.0,814.0, Reception ,"Chinhat, Gomti Nagar, Lucknow",8 people booked this hotel today,Lucknow
SPOT ON 703315 Hotel 12 Jyotirlingam Hotel &lawn,889.0,2539.0,4.187999999999998,64.0,656.7897727272727, Geyser ,"Devpur, Lucknow",,Lucknow
Flagship 69004 Mauryan's Guest House,832.0,2971.0,4.187999999999998,72.0,545.0, Parking facility ,"Near Highcourt, Kamata, Lucknow",600+ people booked this OYO in last 6 months,Lucknow
OYO Home 701006 The Wood Inn,804.0,2869.0,4.3,71.0,33.0, Free Wi-Fi ,"Near Channilal Chouraha, Lucknow",,Lucknow
OYO Townhouse 183 Function Inn,1178.0,4205.0,4.187999999999998,71.0,1964.0, Private entrance ,"Near Powerhouse Chouraha, Aashiana, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO Townhouse 565 Hotel Hridaya Inn,1271.0,4539.0,4.1,72.0,1053.0, Reception ,"B1/301, SECTOR-G, SAHARA STATE ROAD, NEAR ICON HOSPITAL, JANKIPURAM, LUCKNOW. ",1k+ people booked this OYO in last 6 months,Lucknow
Townhouse OAK Geetraj By Insight Services,1448.0,5169.0,4.187999999999998,71.0,2353.0, Hair Dryer ,"Alambagh, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO 28383 Mohit International 2,799.0,2935.0,4.187999999999998,72.0,137.0, AC ,"Near Micro mall,Gomti Nagar, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO Townhouse 096 Lohia Park,2055.0,5871.0,4.3,65.0,1932.0, Private entrance ,"Gomti Nagar, Lucknow",2k+ people booked this OYO in last 6 months,Lucknow
SPOT ON 702249 Shakti Homestay,805.0,2874.0,4.187999999999998,71.0,656.7897727272727, Free Wi-Fi ,"B1/274 Sector G, Lucknow",,Lucknow
OYO 64178 Pratham Inn,836.0,2987.0,4.187999999999998,72.0,280.0, Private entrance ,"Near CMS School, Gomti Nagar, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO 28356 Krishna Inn,852.0,3044.0,4.187999999999998,72.0,230.0, Reception ,"Gomti Nagar, Lucknow",,Lucknow
Townhouse OAK Hind Palace,1909.0,6817.0,4.2,72.0,3156.0, Reception ,"Near bhoothnath, Indira Nagar, Lucknow",All staff vaccinated with 1st dose,Lucknow
Collection O 70887 Hotel Moonlight,781.0,2232.0,4.187999999999998,65.0,3.0, Parking facility ,"Near Alambag Metro Station, Kanpur Road, Lucknow",All staff vaccinated with 1st dose,Lucknow
OYO Townhouse 418 Rama Inn.,1546.0,5522.0,4.0,72.0,1763.0, Parking facility ,Near by Polytechnic Indira Nagar Sector 8,All staff vaccinated with 1st dose,Lucknow
OYO Flagship 703060 Royal Residency,944.0,2698.0,4.187999999999998,65.0,656.7897727272727, Geyser ,"Gomti Nagar, Lucknow",,Lucknow
